game_accessibility,game_asset_license,game_ave_session,game_criteria,game_desc_len,game_developers,game_developers_url,game_genres,game_inputs,game_language,game_last_update,game_license,game_made_with,game_name,game_no_ratings,game_no_screenshots,game_platforms,game_price,game_publish_date,game_ranks,game_raw_scores,game_release_date,game_scores,game_size,game_source_code,game_status,game_submission_page,game_tags,game_url,jam_name,jam_url,overall_rank,high_ranking,number_of_developers
,,,Sound Effects||Story||Overall||Music||Graphics||Atmosphere||Mechanic||Technical||Theme,245.0,Aljon D.,https://alonski22.itch.io,Platformer||Adventure,,,,,,Nighty Knight - Dash Edition,19.0,3.0,,Name your own price,,4||5||6||7||10||13||18||28||51,3.789||3.895||4.000||3.789||4.053||3.789||3.789||3.263||3.053,,3.789||3.895||4.000||3.789||4.053||3.789||3.789||3.263||3.053,Nighty Knight.zip||14 MB||||,,Released,https://itch.io/jam/jimjam-2/rate/311130,2D||Comedy||Difficult||Ghosts||Medieval||Pixel Art||Story Rich||Swords,https://alonski22.itch.io/nighty-knight,JimJam #2,https://www.itch.io/jam/jimjam-2,6,1,1
,,,Theme||Overall||Mechanic||Atmosphere||Technical||Story||Sound Effects||Music||Graphics,827.0,Southocean,https://southocean.itch.io,Survival,,,,,Unity,Molt (#6 Jim Jam),31.0,6.0,Windows||HTML5,,,3||6||9||12||12||13||16||19||38,4.226||4.000||4.065||3.871||3.484||3.323||3.452||3.484||3.355,,4.226||4.000||4.065||3.871||3.484||3.323||3.452||3.484||3.355,MoultWindows.zip||20 MB||||Windows,,Released,https://itch.io/jam/jimjam-2/rate/311348,2D||ouroborous||snake,https://southocean.itch.io/moult,JimJam #2,https://www.itch.io/jam/jimjam-2,6,1,1
,,,Music||Graphics||Atmosphere||Sound Effects||Technical||Overall||Mechanic||Story||Theme,2634.0,Daniel W,https://frogoil.itch.io,,,,,,,INFECTIOUS - Viral Pursuit,24.0,4.0,Windows,,,2||5||5||8||8||8||17||32||63,4.125||4.167||4.167||3.625||3.583||3.958||3.792||2.500||2.875,,4.125||4.167||4.167||3.625||3.583||3.958||3.792||2.500||2.875,INFECTIOUS - Post Jam (Full HD) v1.1.0.zip||166 MB||||Windows<>INFECTIOUS - A JimJam2 Game - Final.zip||167 MB||||Windows,,In development,https://itch.io/jam/jimjam-2/rate/311342,infinite-runner||Runner||Sci-fi,https://frogoil.itch.io/infectious-viral-pursuit,JimJam #2,https://www.itch.io/jam/jimjam-2,8,1,1
,,,Mechanic||Overall||Sound Effects||Technical||Theme||Atmosphere||Story||Graphics||Music,285.0,Geta,https://getagames.itch.io,Adventure,,,02 October 2018 @ 20:03,,,Odyssey,10.0,3.0,Windows,,30 September 2018 @ 23:23,5||9||13||16||39||39||48||54||69,4.200||3.900||3.500||3.400||3.200||3.200||2.200||3.200||2.700,,4.200||3.900||3.500||3.400||3.200||3.200||2.200||3.200||2.700,Odyssey JimJam.zip||8 MB||30 September 2018 @ 23:23||Windows,,Released,https://itch.io/jam/jimjam-2/rate/311383,2D||Action-Adventure||atari||Pixel Art||Retro,https://getagames.itch.io/odyssey,JimJam #2,https://www.itch.io/jam/jimjam-2,9,1,1
,,,Story||Technical||Mechanic||Overall||Music||Theme||Sound Effects||Graphics||Atmosphere,489.0,valderane,https://valderane.itch.io,Puzzle,,,,,,ORO & BORO,23.0,1.0,HTML5,,,4||6||6||10||27||31||36||40||50,4.087||3.696||4.174||3.826||3.348||3.348||3.087||3.348||3.043,,4.087||3.696||4.174||3.826||3.348||3.348||3.087||3.348||3.043,,,Released,https://itch.io/jam/jimjam-2/rate/310755,2D||Alternate History||jimjam,https://valderane.itch.io/me-and-myself,JimJam #2,https://www.itch.io/jam/jimjam-2,10,1,1
,,,Graphics||Music||Story||Atmosphere||Overall||Theme||Technical||Mechanic||Sound Effects,893.0,RosstheBoss0||chrisdefish||AprilRyan25,https://rosstheboss0.itch.io||https://chrisdefish.itch.io||https://aprilryan25.itch.io,Adventure,,,,,,Garden of Ouroboros,11.0,3.0,,Name your own price,,2||4||7||8||11||18||27||58||64,4.455||4.091||3.727||4.091||3.818||3.636||3.273||3.091||2.636,,4.455||4.091||3.727||4.091||3.818||3.636||3.273||3.091||2.636,Garden of Ouroboros v_1.1.zip||32 MB||||,,Released,https://itch.io/jam/jimjam-2/rate/311356,2D||Hand-drawn||My First Game Jam||Point & Click||Singleplayer||visionaire,https://rosstheboss0.itch.io/garden-of-oroboros,JimJam #2,https://www.itch.io/jam/jimjam-2,11,1,3
,,,Story||Atmosphere||Overall||Theme||Music||Sound Effects||Graphics||Mechanic||Technical,767.0,barret232hxc,https://barret232hxc.itch.io,Interactive Fiction||Platformer,,,,,,Living My Best Life,10.0,2.0,Windows,,,1||1||13||15||22||23||34||35||42,4.500||4.500||3.700||3.700||3.400||3.300||3.400||3.500||3.000,,4.500||4.500||3.700||3.700||3.400||3.300||3.400||3.500||3.000,LivingMyBestLife.zip||202 MB||||Windows,,Released,https://itch.io/jam/jimjam-2/rate/311357,2D||Dark Humor||Life Simulation||Narrative||Pixel Art||Slice Of Life,https://barret232hxc.itch.io/living-my-best-life,JimJam #2,https://www.itch.io/jam/jimjam-2,13,1,1
,,,Overall||Sound Effects||Theme||Mechanic||Technical||Graphics||Music||Atmosphere||Story,210.0,PeaQueueAre||andrewoid||GmanAdvanced,https://peaqueueare.itch.io||https://andrewoid.itch.io||https://gmanadvanced.itch.io,Platformer,,,,,Unity,Super Mamba Roll,14.0,5.0,HTML5,,30 September 2018 @ 22:20,15||17||21||25||34||37||44||67||82,3.643||3.429||3.571||3.643||3.143||3.357||3.000||2.857||1.786,,3.643||3.429||3.571||3.643||3.143||3.357||3.000||2.857||1.786,,,Released,https://itch.io/jam/jimjam-2/rate/311277,2D||Endless||Procedural Generation,https://peaqueueare.itch.io/super-mamba-roll,JimJam #2,https://www.itch.io/jam/jimjam-2,15,1,3
,,,Sound Effects||Mechanic||Technical||Theme||Overall||Story||Atmosphere||Graphics||Music,334.0,slantyRJ,https://slantyrj.itch.io,Racing,,,,,GameMaker: Studio,Smashy Car,14.0,1.0,HTML5,,30 September 2018 @ 22:17,24||31||49||49||69||82||86||91||111,3.286||3.571||2.929||3.071||2.929||1.786||2.500||2.786||1.500,,3.286||3.571||2.929||3.071||2.929||1.786||2.500||2.786||1.500,,,Released,https://itch.io/jam/jimjam-2/rate/311096,jimjam||vector||Zombies,https://slantyrj.itch.io/smashy-car,JimJam #2,https://www.itch.io/jam/jimjam-2,69,0,1
,,,Sound Effects||Music||Story||Atmosphere||Theme||Graphics||Overall||Technical||Mechanic,506.0,J.K.R. Gwyn,https://jkrgwyn.itch.io,Fighting,,,02 October 2018 @ 10:53,,,Knawroboros,12.0,4.0,,,30 September 2018 @ 19:09,5||10||23||30||48||62||70||86||109,3.667||3.667||2.667||3.333||3.083||3.083||2.917||2.500||2.417,,3.667||3.667||2.667||3.333||3.083||3.083||2.917||2.500||2.417,Knawroboros Files.zip||32 MB||30 September 2018 @ 19:07||,,Released,https://itch.io/jam/jimjam-2/rate/311147,3D||Unity,https://jkrgwyn.itch.io/knawroboros,JimJam #2,https://www.itch.io/jam/jimjam-2,70,0,1
,,,Story||Theme||Sound Effects||Graphics||Overall||Atmosphere||Technical||Mechanic||Music,340.0,jjanos,https://jjanos.itch.io,Shooter,,,02 October 2018 @ 23:55,,Unity,SnakeAtePrincess,14.0,2.0,HTML5,,30 September 2018 @ 22:52,24||49||56||63||73||74||78||82||105,2.643||3.071||2.786||3.071||2.857||2.714||2.643||2.786||1.571,,2.643||3.071||2.786||3.071||2.857||2.714||2.643||2.786||1.571,,,Released,https://itch.io/jam/jimjam-2/rate/310722,2D||Horror||Pixel Art||snake,https://jjanos.itch.io/snakeateprincess,JimJam #2,https://www.itch.io/jam/jimjam-2,73,0,1
,,,Music||Technical||Theme||Sound Effects||Overall||Story||Mechanic||Atmosphere||Graphics,355.0,cinolt,https://cinolt.itch.io,Puzzle,,,,,,Dogoboros,12.0,2.0,HTML5,,30 September 2018 @ 02:05,29||51||58||68||74||76||86||104||125,3.333||2.917||2.917||2.583||2.833||1.833||2.750||2.250||2.083,,3.333||2.917||2.917||2.583||2.833||1.833||2.750||2.250||2.083,,,Released,https://itch.io/jam/jimjam-2/rate/310757,2D||Dogs||Fast-Paced||My First Game Jam||Pixel Art||Real-Time||Retro||Singleplayer||snakes||Top-Down,https://cinolt.itch.io/dogoboros,JimJam #2,https://www.itch.io/jam/jimjam-2,74,0,1
,,,Sound Effects||Graphics||Music||Atmosphere||Technical||Overall||Story||Mechanic||Theme,1427.0,AeliosZero,https://aelioszero.itch.io,Adventure,,,,,,Fortress Fighter,10.0,5.0,Windows,Name your own price,,1||8||22||23||53||77||78||91||112,3.900||4.100||3.400||3.500||2.900||2.800||1.800||2.600||2.000,,3.900||4.100||3.400||3.500||2.900||2.800||1.800||2.600||2.000,Fortress Fighter Only Its Zipped.zip||728 MB||||Windows,,In development,https://itch.io/jam/jimjam-2/rate/311287,3D||Fantasy||game-dev-underground||good||graphics||Medieval||Open World||ouroboros||ue4||Unreal Engine,https://aelioszero.itch.io/fortress-fighter,JimJam #2,https://www.itch.io/jam/jimjam-2,77,0,1
,,,Mechanic||Technical||Theme||Overall||Graphics||Story||Atmosphere||Music||Sound Effects,391.0,Sinci1,https://sinci1.itch.io,,,,02 October 2018 @ 08:36,,Unity,Stretchy Snake!,29.0,1.0,HTML5,,30 September 2018 @ 22:50,39||57||80||86||102||112||114||115||128,3.414||2.897||2.655||2.759||2.552||1.379||2.069||1.448||1.345,,3.414||2.897||2.655||2.759||2.552||1.379||2.069||1.448||1.345,,,Released,https://itch.io/jam/jimjam-2/rate/311345,Arcade||Fast-Paced||Unity,https://sinci1.itch.io/stret,JimJam #2,https://www.itch.io/jam/jimjam-2,86,0,1
,,,Music||Mechanic||Overall||Graphics||Atmosphere||Theme||Technical||Story||Sound Effects,196.0,Leo Zacharias Jansson,https://leo-zacharias-jansson.itch.io,Action,,,03 October 2018 @ 19:29,,,Soul Shifter,10.0,0.0,Windows,,30 September 2018 @ 21:41,36||68||89||89||100||101||104||108||124,3.200||2.900||2.700||2.800||2.300||2.300||2.300||1.500||1.400,,3.200||2.900||2.700||2.800||2.300||2.300||2.300||1.500||1.400,jimjam#2.zip||2 MB||30 September 2018 @ 21:51||Windows,,Prototype,https://itch.io/jam/jimjam-2/rate/311270,2D||Top-Down,https://leo-zacharias-jansson.itch.io/soul-shifter,JimJam #2,https://www.itch.io/jam/jimjam-2,89,0,1
,,,Story||Atmosphere||Mechanic||Graphics||Technical||Overall||Music||Theme||Sound Effects,122.0,QrGames,https://qrgames.itch.io,,,,,,Construct,Flower simulator,16.0,1.0,HTML5,,29 September 2018 @ 21:05,38||61||66||68||80||90||111||116||120,2.438||2.938||2.938||3.000||2.625||2.688||1.500||1.938||1.500,,2.438||2.938||2.938||3.000||2.625||2.688||1.500||1.938||1.500,,,Prototype,https://itch.io/jam/jimjam-2/rate/310674,,https://qrgames.itch.io/flowersimulator,JimJam #2,https://www.itch.io/jam/jimjam-2,90,0,1
,,,Graphics||Theme||Atmosphere||Mechanic||Technical||Sound Effects||Story||Overall||Music,255.0,Insulin,https://insulin.itch.io,,,,,,,Exolvuntur,10.0,3.0,Windows,,30 September 2018 @ 14:06,34||53||55||62||65||76||93||94||122,3.400||3.000||3.000||3.000||2.800||2.500||1.700||2.600||1.300,,3.400||3.000||3.000||3.000||2.800||2.500||1.700||2.600||1.300,Exolvuntur Win64.zip||109 MB||30 September 2018 @ 13:51||Windows<>Exolvuntur Win32.zip||100 MB||30 September 2018 @ 13:51||,,Released,https://itch.io/jam/jimjam-2/rate/310773,3D||jimjam||ouroboros||Relaxing||snake||Space||Unreal Engine,https://insulin.itch.io/exolvuntur,JimJam #2,https://www.itch.io/jam/jimjam-2,94,0,1
,,,Theme||Music||Atmosphere||Mechanic||Overall||Technical||Graphics||Sound Effects||Story,183.0,boblova,https://boblova.itch.io,Platformer,,,,,,Snake Slaughter,13.0,1.0,HTML5,,30 September 2018 @ 03:22,41||44||93||95||97||98||99||105||106,3.154||3.000||2.385||2.538||2.538||2.385||2.615||1.923||1.538,,3.154||3.000||2.385||2.538||2.538||2.385||2.615||1.923||1.538,,,Released,https://itch.io/jam/jimjam-2/rate/310771,2D||infinite-runner||jazz||Pixel Art,https://boblova.itch.io/snake-slaughter,JimJam #2,https://www.itch.io/jam/jimjam-2,97,0,1
,,,Theme||Technical||Mechanic||Music||Overall||Story||Sound Effects||Graphics||Atmosphere,840.0,inferture,https://inferture.itch.io,Action,,,,,Unity,Colouroboros,14.0,1.0,HTML5,,30 September 2018 @ 22:54,38||86||100||105||108||111||117||126||131,3.214||2.500||2.500||1.571||2.357||1.429||1.571||2.071||1.786,,3.214||2.500||2.500||1.571||2.357||1.429||1.571||2.071||1.786,Colouroboros-Win.zip||14 MB||30 September 2018 @ 22:46||,,In development,https://itch.io/jam/jimjam-2/rate/311351,2D||Arcade||snake,https://inferture.itch.io/colouroboros,JimJam #2,https://www.itch.io/jam/jimjam-2,108,0,1
,,,Graphics||Atmosphere||Theme||Technical||Overall||Story||Music||Sound Effects||Mechanic,1624.0,goblinprototype,https://goblinprototype.itch.io,Strategy,,,,,Unity,Ouroboros: Hyper Core,14.0,1.0,HTML5,,30 September 2018 @ 22:25,16||55||87||112||112||121||123||131||134,3.857||3.000||2.500||2.214||2.286||1.286||1.286||1.286||1.786,,3.857||3.000||2.500||2.214||2.286||1.286||1.286||1.286||1.786,,,In development,https://itch.io/jam/jimjam-2/rate/311295,,https://goblinprototype.itch.io/ouroboros-hyper-core,JimJam #2,https://www.itch.io/jam/jimjam-2,112,0,1
,,,Music||Graphics||Theme||Story||Sound Effects||Overall||Technical||Mechanic||Atmosphere,145.0,invegeGames,https://invegegames.itch.io,Shooter,,,,,Unity,Ouroboros VS Scarabeus,10.0,1.0,HTML5,,30 September 2018 @ 19:42,97||117||117||119||133||135||137||137||139,2.100||2.200||1.900||1.300||1.200||1.900||1.700||1.700||1.600,,2.100||2.200||1.900||1.300||1.200||1.900||1.700||1.700||1.600,,,Released,https://itch.io/jam/jimjam-2/rate/311141,2D||Top down shooter,https://invegegames.itch.io/ouroboros-vs-scarabeus,JimJam #2,https://www.itch.io/jam/jimjam-2,135,0,1
,,,Fun||Music & Sound||Polish||Replayability||Overall||Balance||Visuals||Weirdness,1107.0,Butterscotch Shenanigans,https://bscotch.itch.io,Strategy,,,,,,Snuppy Rustlin',28.0,1.0,Windows,,,1||1||1||1||1||1||2||5,4.536||4.464||4.464||4.179||4.388||3.929||4.857||4.286,,4.536||4.464||4.464||4.179||4.388||3.929||4.857||4.286,SnuppyRustlin.zip||39 MB||||Windows,,Prototype,https://itch.io/jam/bscotch100/rate/147017,artillery||butterscotch||card||shenanijam||shenanijam2017,https://bscotch.itch.io/snuppy-rustlin,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,1,1,1
,,,Overall||Music & Sound||Polish||Weirdness||Replayability||Visuals||Fun||Balance,864.0,m0rgtr0n,https://m0rgtr0n.itch.io,Action,,,,,,CEPHALOSQUAD,19.0,3.0,Windows,,,2||3||5||6||6||7||12||20,3.947||4.316||4.000||4.211||3.579||4.526||3.789||3.211,,3.947||4.316||4.000||4.211||3.579||4.526||3.789||3.211,CEPHALOSQUAD.zip||16 MB||||Windows,,Prototype,https://itch.io/jam/bscotch100/rate/147181,Arcade||Pixel Art||Score Attack,https://m0rgtr0n.itch.io/cephalosquad,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,2,1,1
,,,Fun||Replayability||Balance||Overall||Polish||Weirdness||Visuals||Music & Sound,758.0,randomphantom,https://randomphantom.itch.io,Platformer,,,,,,18 Circles,18.0,5.0,Windows,,,2||2||2||3||6||16||18||32,4.333||4.167||3.722||3.921||3.944||3.944||3.944||3.389,,4.333||4.167||3.722||3.921||3.944||3.944||3.944||3.389,18circles.zip||6 MB||||Windows,,Released,https://itch.io/jam/bscotch100/rate/147134,Bullet Hell||Gore||Minimalist||Puzzle-Platformer||Singleplayer,https://randomphantom.itch.io/18-circles,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,3,1,1
,,A few minutes,Visuals||Polish||Fun||Overall||Music & Sound||Replayability||Balance||Weirdness,774.0,cileth,https://cileth.itch.io,Platformer,Keyboard,,,,,Ban Slinger,21.0,4.0,Windows,,,2||2||3||4||4||8||12||88,4.857||4.429||4.095||3.878||4.286||3.524||3.333||2.619,,4.857||4.429||4.095||3.878||4.286||3.524||3.333||2.619,Ban Slinger by Cilethdev.exe||38 MB||||Windows,,Released,https://itch.io/jam/bscotch100/rate/147183,2D||action-platformer||Game Jam,https://cileth.itch.io/ban-slinger,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,4,1,1
,,A few minutes,Visuals||Polish||Music & Sound||Overall||Weirdness||Balance||Fun||Replayability,450.0,SheepishGames,https://sheepishgames.itch.io,Action,,,06 November 2019 @ 01:57,GNU General Public License v3.0 (GPL),,Paper Octopus,16.0,2.0,Windows,,,1||4||5||5||8||16||20||30,4.875||4.063||4.250||3.875||4.125||3.250||3.625||2.938,,4.875||4.063||4.250||3.875||4.125||3.250||3.625||2.938,Paper Octopus||8 MB||||Windows<>Source Files (GameMaker)||8 MB||||Windows,,Released,https://itch.io/jam/bscotch100/rate/147104,Comedy||Game Jam||jumping||octopus||paper||sea||shenanijam||Short||Singleplayer||sourcecode,https://sheepishgames.itch.io/paper-octopus,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,5,1,1
,,A few minutes,Music & Sound||Polish||Visuals||Overall||Balance||Weirdness||Fun||Replayability,555.0,Matt Donatelli||Kevin Faherty,https://mattdonatelli.itch.io||https://enemyspeak.itch.io,Puzzle,,English,,,,Supervisitor,19.0,6.0,Windows||macOS||Linux,,,2||3||4||6||14||15||27||52,4.368||4.211||4.789||3.812||3.316||3.947||3.474||2.579,29 May 2017 @ 00:00,4.368||4.211||4.789||3.812||3.316||3.947||3.474||2.579,Supervisitor_PC.zip||56 MB||||Windows<>Supervisitor_MAC.zip||61 MB||||macOS<>Supervisitor_LINUX.zip||62 MB||||Linux,,Released,https://itch.io/jam/bscotch100/rate/147199,3D||Abstract||Experimental||Exploration||Puzzle-Platformer||Surreal,https://mattdonatelli.itch.io/supervisitor,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,6,1,2
,,,Balance||Fun||Polish||Overall||Visuals||Music & Sound||Replayability||Weirdness,553.0,zeoxo,https://zeoxo.itch.io,Action||Fighting,,,,,,SLAP FIGHT!,14.0,3.0,Windows||macOS,Name your own price,,4||5||7||7||10||15||18||28,3.500||4.000||3.929||3.776||4.429||3.786||3.143||3.643,,3.500||4.000||3.929||3.776||4.429||3.786||3.143||3.643,slapFight.zip||8 MB||||Windows<>slapFight_Mac.zip||10 MB||||macOS,,Prototype,https://itch.io/jam/bscotch100/rate/146904,Pixel Art||shenanijam||slap,https://zeoxo.itch.io/slap-fight,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,7,1,1
,,,Replayability||Fun||Music & Sound||Overall||Balance||Polish||Visuals||Weirdness,257.0,FireByte,https://firebyte.itch.io,Shooter,,,,,,No More Life,15.0,5.0,Windows,Name your own price,,3||4||7||8||8||10||15||66,3.800||4.067||4.000||3.752||3.400||3.800||4.133||3.067,,3.800||4.067||4.000||3.752||3.400||3.800||4.133||3.067,NoMoreLife.zip||17 MB||||Windows,,Released,https://itch.io/jam/bscotch100/rate/147179,Boss battle||Bullet Hell||firebyte||Roguelike||Top-Down||Top down shooter,https://firebyte.itch.io/no-more-life,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,8,1,1
,,,Fun||Visuals||Overall||Weirdness||Music & Sound||Polish||Balance||Replayability,341.0,BLAKEBUCK,https://blakebuck.itch.io,Platformer,,,,,Unity,The UnDonuts,19.0,1.0,HTML5,,,5||7||9||9||12||15||20||35,4.000||4.526||3.752||4.105||3.842||3.684||3.211||2.895,,4.000||4.526||3.752||4.105||3.842||3.684||3.211||2.895,undonuts.zip||7 MB||||,,Prototype,https://itch.io/jam/bscotch100/rate/147200,shenanijam,https://blakebuck.itch.io/the-undonuts,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,9,1,1
,,,Visuals||Overall||Polish||Fun||Music & Sound||Replayability||Weirdness||Balance,216.0,Valmay,https://sketchu.itch.io,Action,,,,,Unity,SUPER SQUEAKY ELK DELUXE,28.0,3.0,Windows||HTML5,,,6||10||12||13||16||19||24||35,4.536||3.653||3.750||3.786||3.750||3.107||3.714||2.929,,4.536||3.653||3.750||3.786||3.750||3.107||3.714||2.929,SSED.zip||12 MB||||Windows,,In development,https://itch.io/jam/bscotch100/rate/147112,Game Jam||shenanijam||shenanijam2017||weird,https://sketchu.itch.io/superelkbeamdeluxe,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,10,1,1
,,A few minutes,Fun||Visuals||Overall||Polish||Music & Sound||Balance||Weirdness||Replayability,474.0,bramvanelderen,https://bramvanelderen.itch.io,Platformer,Keyboard||Gamepad (any),,30 May 2017 @ 14:38,,,QPee & Elka,12.0,4.0,Windows||macOS,,28 May 2017 @ 20:32,9||11||11||12||13||27||36||62,3.917||4.417||3.571||3.750||3.833||3.083||3.500||2.500,,3.917||4.417||3.571||3.750||3.833||3.083||3.500||2.500,QPee&Elka OSX||25 MB||28 May 2017 @ 20:30||macOS<>QPee&Elka WIN||22 MB||29 May 2017 @ 00:48||Windows,,Released,https://itch.io/jam/bscotch100/rate/147099,,https://bramvanelderen.itch.io/qpee-and-elka,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,11,1,1
,,,Polish||Music & Sound||Overall||Visuals||Fun||Replayability||Weirdness||Balance,583.0,Chrane_Sylk,https://chrane-sylk.itch.io,Platformer,,,,,,White Ball And Flower,11.0,4.0,Windows||macOS,Name your own price,,9||10||11||13||17||20||30||65,3.818||3.909||3.571||4.273||3.727||3.091||3.636||2.545,,3.818||3.909||3.571||4.273||3.727||3.091||3.636||2.545,White Ball And Flower.zip||28 MB||||Windows<>WhiteBallAndFlower.app.zip||44 MB||||macOS,,Released,https://itch.io/jam/bscotch100/rate/147203,Cute||free||Game Jam||paltformer||protect||shenanijam,https://chrane-sylk.itch.io/whiteballandflower,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,11,1,1
,,,Balance||Music & Sound||Visuals||Overall||Weirdness||Polish||Fun||Replayability,235.0,Zanzavar,https://zanzavar.itch.io,Platformer,,,,,,Elkonomicon,13.0,3.0,Windows,,,9||9||12||13||20||21||34||57,3.385||3.923||4.308||3.560||3.846||3.538||3.385||2.538,,3.385||3.923||4.308||3.560||3.846||3.538||3.385||2.538,elkonomicon.zip||10 MB||||Windows,,Released,https://itch.io/jam/bscotch100/rate/147170,8-Bit||Atmospheric||Retro,https://zanzavar.itch.io/elkonomicon,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,13,1,1
,,,Visuals||Fun||Overall||Polish||Weirdness||Balance||Music & Sound||Replayability,473.0,Call Of The Void,https://callofthevoid.itch.io,Action,,,,,,Planet Headwound,11.0,2.0,Windows,,28 May 2017 @ 23:56,5||10||14||14||17||30||38||68,4.636||3.909||3.558||3.727||3.909||3.000||3.273||2.455,,4.636||3.909||3.558||3.727||3.909||3.000||3.273||2.455,Planet_Headwound_Jam_Build.zip||36 MB||29 May 2017 @ 04:31||Windows<>Planet_Headwound_Jam_Build_Louder.zip||36 MB||29 May 2017 @ 12:20||,,Prototype,https://itch.io/jam/bscotch100/rate/147226,Ludum Dare 38||shenanijam,https://callofthevoid.itch.io/planet-headwound,Butterscotch ShenaniJam,https://www.itch.io/jam/bscotch100,14,1,1
