jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration,jam_desc_len,jam_name_y,jam_no_illustrations,jam_no_videos,num_hosts,num_criteria
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-07-15 09:00:00,rocknightstudios,Trijam #27 Do you dare to try?,20,29,8,2019-07-12 09:00:00,https://www.itch.io/jam/trijam-27,y,72.0,1722,Trijam #27 Do you dare to try?,0,1,1,6
Overall||Respect of the limitations||Respect of the theme||Game play||Game design||Sound||Graphics,2018-10-08 03:59:59,ZahranW||Mini Jam Official,Mini Jam 12 -Heroes-,66,136,18,2018-10-05 03:59:59,https://www.itch.io/jam/mini-jam-12-heroes-,y,72.0,2011,Mini Jam 12 -Heroes-,8,0,2,7
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-09-02 09:00:00,rocknightstudios||Yagich,Trijam #34: A 3 hour game jam,21,30,7,2019-08-30 09:00:00,https://www.itch.io/jam/trijam-34,y,72.0,2649,Trijam #34: A 3 hour game jam,0,1,2,6
Overall||Gameplay||Art||Audio||Presentation,2019-07-01 05:00:00,ZahranW||Mini Jam Official,Mini Jam 31: Movies,83,145,18,2019-06-28 05:00:00,https://www.itch.io/jam/mini-jam-31-movies,y,72.0,1778,Mini Jam 31: Movies,5,0,2,5
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-08-26 09:00:00,rocknightstudios||Yagich,Trijam #33: Do you dare to try?,30,58,10,2019-08-23 09:00:00,https://www.itch.io/jam/trijam-33,y,72.0,2563,Trijam #33: Do you dare to try?,0,1,2,6
Overall||Overall||Fun Factor||Balance||Visuals||Music and Sound||Polish||Weirdness/Charm,2019-07-15 13:00:00,Butterscotch Shenanigans,Butterscotch ShenaniJam 2019,403,1219,110,2019-07-12 13:00:00,https://www.itch.io/jam/bscotch2019,y,72.0,11416,Butterscotch ShenaniJam 2019,0,1,1,8
Overall||Gameplay||Art||Sounds||Respect of the theme,2018-12-31 05:00:00,ZahranW,Mini Jam 18: Dreams,113,346,32,2018-12-28 05:00:00,https://www.itch.io/jam/mini-jam-18-dreams,y,72.0,1947,Mini Jam 18: Dreams,7,0,1,5
Overall||Gameplay||Art||Audio||Presentation,2019-09-09 05:00:00,ZahranW,Mini Jam 36: Nature,166,215,42,2019-09-06 05:00:00,https://www.itch.io/jam/mini-jam-36-nature,y,72.0,1697,Mini Jam 36: Nature,4,0,1,5
Overall||Gameplay||Art||Story||Sounds,2019-02-11 05:00:00,ZahranW,Mini Jam 21: Stories,94,95,14,2019-02-08 05:00:00,https://www.itch.io/jam/mini-jam-21-stories,y,72.0,1955,Mini Jam 21: Stories,7,0,1,5
Overall||Gameplay||Art||Audio||Innovation,2019-07-08 21:00:00,Geta,Geta Game Jam 8,166,547,40,2019-07-05 21:00:00,https://www.itch.io/jam/geta-game-jam-8,y,72.0,1796,Geta Game Jam 8,1,0,1,5
Overall||Gameplay||Art||Audio||Presentation,2019-10-21 05:00:00,ZahranW||Mini Jam Official,Mini Jam 39: Monsters,138,219,25,2019-10-18 05:00:00,https://www.itch.io/jam/mini-jam-39-monsters,y,72.0,1700,Mini Jam 39: Monsters,4,0,2,5
Overall||Overall||Gameplay||Theme||Aesthetics||Sound,2018-10-30 04:00:00,ScoreSpace,The First ScoreSpace Game Jam!,20,31,6,2018-10-27 04:00:00,https://www.itch.io/jam/scorejam1,y,72.0,2367,The First ScoreSpace Game Jam!,0,0,1,6
Overall||Theme Creativity||Object Creativity||Enjoyment||Kick-Ass Game Name||Sound||Visuals||Gameplay,2017-07-03 12:00:00,TairaGames,Dev Squad Jam,110,314,31,2017-06-30 12:00:00,https://www.itch.io/jam/dev-squad-jam,y,72.0,834,Dev Squad Jam,0,0,1,8
Overall||الإبداع||الإتقان||المتعة,2015-07-05 21:00:00,Dorgam,الجزء الثاني,5,8,5,2015-07-02 21:00:00,https://www.itch.io/jam/sequel,n,72.0,2721,الجزء الثاني,0,0,1,4
Overall||Gameplay||Art||Audio||Presentation,2019-04-08 05:00:00,ZahranW||Mini Jam Official,Mini Jam 25: Spirits,165,467,47,2019-04-05 05:00:00,https://www.itch.io/jam/mini-jam-25-spirits,y,72.0,1907,Mini Jam 25: Spirits,6,0,2,5
Overall||Gameplay||Art||Audio||Presentation,2019-09-23 05:00:00,ZahranW||Mini Jam Official,Mini Jam 37: Engineering,86,66,11,2019-09-20 05:00:00,https://www.itch.io/jam/mini-jam-37-engineering,y,72.0,1707,Mini Jam 37: Engineering,4,0,2,5
Overall||Fun||Creativity||Polish||Theme,2018-07-16 00:00:00,ViolentCrumble||Louis,GDL - July Jam,160,608,40,2018-07-13 00:00:00,https://www.itch.io/jam/gdl-july-jam,y,72.0,4287,GDL - July Jam,0,0,2,5
Overall,2018-03-04 23:00:00,AEV Madrid,MadridGameJam,4,0,4,2018-03-01 23:00:00,https://www.itch.io/jam/madridgamejam,y,72.0,18,MadridGameJam,0,0,1,1
Overall||Gameplay||Art||Audio||Presentation,2019-05-06 05:00:00,ZahranW,Mini Jam 27: Celebration,108,132,26,2019-05-03 05:00:00,https://www.itch.io/jam/mini-jam-27-celebration,y,72.0,2300,Mini Jam 27: Celebration,7,0,1,5
Public rating||Originality||Art||Gameplay||Execution,2018-02-20 01:00:00,m0dE||Lyxavier,IO Game Jam (Over $500 in Prizes),156,0,9,2018-02-17 01:00:00,https://www.itch.io/jam/io-game-jam,y,72.0,2818,IO Game Jam (Over $500 in Prizes),0,0,2,5
Overall||Overall||Gameplay||Graphics||Sound||Mood,2017-02-21 02:00:00,Sheepolution||josefnpat||rxi,LÖVE Jam,217,421,32,2017-02-18 02:00:00,https://www.itch.io/jam/love2d-jam,y,72.0,690,LÖVE Jam,3,0,3,6
Use of the Colour theme||Graphics||Sound||Stability||Overall,2017-09-07 10:30:00,Games Design Southport College,Start of Year 17' Game Jam,8,55,4,2017-09-04 10:30:00,https://www.itch.io/jam/start-of-year-17-game-jam,y,72.0,426,Start of Year 17' Game Jam,0,0,1,5
Overall||Gameplay||Art||Audio||Presentation,2019-04-22 04:59:59,ZahranW||Mini Jam Official,Mini Jam 26: Storms,115,152,23,2019-04-19 04:59:59,https://www.itch.io/jam/mini-jam-26-storms,y,72.0,1983,Mini Jam 26: Storms,6,0,2,5
Overall||Gameplay||Graphics||Sound||Mood,2018-02-20 02:00:00,Sheepolution||rxi,LÖVE Jam 2018,115,286,30,2018-02-17 02:00:00,https://www.itch.io/jam/love2d-jam-2018,y,72.0,790,LÖVE Jam 2018,3,0,2,5
Overall||Gameplay||Art||Audio||Presentation,2019-05-20 05:00:00,ZahranW,Mini Jam 28: Pirates,123,309,45,2019-05-17 05:00:00,https://www.itch.io/jam/mini-jam-28-pirates,y,72.0,2018,Mini Jam 28: Pirates,5,0,1,5
Overall||Gameplay||Art||Audio||Innovation,2019-04-15 21:00:00,Geta,Geta Game Jam 7,182,200,23,2019-04-12 21:00:00,https://www.itch.io/jam/geta-game-jam-7,y,72.0,1221,Geta Game Jam 7,1,0,1,5
Overall||Gameplay||Art||Audio||Presentation,2019-07-29 05:00:00,ZahranW||Mini Jam Official,Mini Jam 33: Underwater,184,506,54,2019-07-26 05:00:00,https://www.itch.io/jam/mini-jam-33-underwater,y,72.0,1628,Mini Jam 33: Underwater,5,0,2,5
Overall||Gameplay||Art||Audio||Presentation,2019-10-07 05:00:00,ZahranW||Mini Jam Official,Mini Jam 38: Food,99,141,24,2019-10-04 05:00:00,https://www.itch.io/jam/mini-jam-38-food,y,72.0,1731,Mini Jam 38: Food,4,0,2,5
Did it use squares only?||How fun was it?||Was it visually appealing?||Was it playable?,2018-08-04 04:00:00,Backbox Publisher,Square Jam,6,5,4,2018-08-01 04:00:00,https://www.itch.io/jam/square-jam,y,72.0,548,Square Jam,0,0,1,4
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-07-22 09:00:00,rocknightstudios,Trijam #28 Do you dare to try?,6,0,1,2019-07-19 09:00:00,https://www.itch.io/jam/trijam-28,y,72.0,1725,Trijam #28 Do you dare to try?,0,1,1,6
Overall||Gameplay||Concept||Visuals||Audio||Story/Writing||Challenge (Tough but Fair)||Use of Theme (LGBT Pride / Identity),2019-06-23 19:00:00,Gman8r||Nitori,Touhou Fan Game Jam 4,125,1095,46,2019-06-20 19:00:00,https://www.itch.io/jam/touhou-jam-4,y,72.0,11032,Touhou Fan Game Jam 4,1,0,2,8
Overall||Fun to Play - The game appealed to you and you found yourself enjoying the gameplay||Polished - How bug & glitch free the game is||Gameplay - Is the gameplay unique and interested?,2016-11-01 01:00:00,Xenotrope Games,StormJam,3,0,2,2016-10-29 01:00:00,https://www.itch.io/jam/stormjam,y,72.0,786,StormJam,0,0,1,4
WOWIE!||Fun||Simplicity||Visuals||Sound||Creativity||Topic,2019-02-04 08:00:00,Jonas Tyroller,Wowie Jam!,117,468,49,2019-02-01 08:00:00,https://www.itch.io/jam/wowie-jam,y,72.0,2803,Wowie Jam!,0,2,1,7
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-06-03 09:00:00,rocknightstudios,Trijam #21: Do you dare to try?,7,11,3,2019-05-31 09:00:00,https://www.itch.io/jam/trijam-21,y,72.0,1660,Trijam #21: Do you dare to try?,0,0,1,6
Overall||Theme - How well is the given theme portrayed?||Mechanics - How unique are the mechanics to a survival game and how well are they implemented?||Survival - How well is the genre of Survival implemented? Does it feel like a challenge to survive in this game?,2017-06-11 12:00:00,STGJ Blayke,Survive the Game Jam 1,6,3,1,2017-06-08 12:00:00,https://www.itch.io/jam/survivegamejam1,y,72.0,1225,Survive the Game Jam 1,0,0,1,4
Overall||Fun||Theme||Graphics||Audio||Humor||Special Mention #1||Special Mention #2||Special Mention #3,2018-05-15 01:00:00,fuzzmonkey,Pre-Indie Game Jam,127,412,36,2018-05-12 01:00:00,https://www.itch.io/jam/preindie,y,72.0,3444,Pre-Indie Game Jam,8,0,1,9
Overall||Graphics||Audio||Fun||Technical||Theme,2018-12-10 19:00:00,Joshua McLean,Retro Platformer Jam (Prizes!),90,0,15,2018-12-07 19:00:00,https://www.itch.io/jam/retro-platformer-jam,y,72.0,2579,Retro Platformer Jam (Prizes!),0,0,1,6
Overall||Overall||Fun Factor||Balance||Visuals||Music and Sound||Polish,2018-06-11 13:00:00,Butterscotch Shenanigans,Butterscotch ShenaniJam 2018,392,1532,117,2018-06-08 13:00:00,https://www.itch.io/jam/bscotch2018,y,72.0,12173,Butterscotch ShenaniJam 2018,1,2,1,7
Overall||Overall||Gameplay||Fun||Story||Mood||Audio,2016-03-29 01:00:00,Divitos,Drug Jam,5,4,4,2016-03-26 01:00:00,https://www.itch.io/jam/dj72,y,72.0,1502,Drug Jam,0,0,1,7
Overall,2019-08-19 00:00:00,SteliosWinters,One Button Local Multiplayer,6,0,3,2019-08-16 00:00:00,https://www.itch.io/jam/one-button-local-multiplayer,y,72.0,1021,One Button Local Multiplayer,0,0,1,1
Overall||Main Theme||Bonus Theme||Resourcefulness||Mood,2019-08-19 17:00:00,CalixJumio,Unfolding Jam,4,1,1,2019-08-16 17:00:00,https://www.itch.io/jam/unfolding-jam,y,72.0,3228,Unfolding Jam,0,0,1,5
Overall||Gameplay||Graphics||Sound||Mood,2019-02-18 23:00:00,Pablo Ariel Mayobre,LÖVE Jam 2019,170,464,37,2019-02-15 23:00:00,https://www.itch.io/jam/love2d-jam-2019,y,72.0,1475,LÖVE Jam 2019,4,0,1,5
Overall||Fun||Creativity||Polish||Theme,2018-10-29 00:00:00,ViolentCrumble,GDL - Spooky Jam,92,182,14,2018-10-26 00:00:00,https://www.itch.io/jam/gdl-spooky-jam,y,72.0,4287,GDL - Spooky Jam,0,0,1,5
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-05-06 09:00:00,rocknightstudios,Trijam #18 Do you dare to try?,8,22,4,2019-05-03 09:00:00,https://www.itch.io/jam/trijam-18,y,72.0,1643,Trijam #18 Do you dare to try?,0,1,1,6
Overall||Fun||Graphics||Sound/Music||Controls/Gameplay||Overall,2015-06-17 16:00:00,rd124p77,What Ever Floats Your Boat Jam,2,2,2,2015-06-14 16:00:00,https://www.itch.io/jam/what-floats-your-boat-jam,y,72.0,143,What Ever Floats Your Boat Jam,0,0,1,6
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-04-29 09:00:00,rocknightstudios,Trijam #17,8,35,6,2019-04-26 09:00:00,https://www.itch.io/jam/trijam-17,y,72.0,1701,Trijam #17,0,1,1,6
Overall||Gameplay||Art||Audio||Presentation,2019-08-26 05:00:00,ZahranW||Mini Jam Official,Mini Jam 35: Vikings,85,120,14,2019-08-23 05:00:00,https://www.itch.io/jam/mini-jam-35-vikings,y,72.0,1741,Mini Jam 35: Vikings,5,0,2,5
Overall||Overall||Gameplay||Fun||Story||Mood||Audio-,2016-05-31 01:00:00,Divitos,Drug Jam #3,1,1,1,2016-05-28 01:00:00,https://www.itch.io/jam/drug-jam-3,y,72.0,1470,Drug Jam #3,0,0,1,7
Overall||Gameplay||Visuals||Audio||Mood||Innovation,2019-08-26 21:00:00,Geta,Geta Game Jam 9,145,0,33,2019-08-23 21:00:00,https://www.itch.io/jam/geta-game-jam-9,y,72.0,1784,Geta Game Jam 9,1,0,1,6
Animeness||Originality||Plot||Quality,2017-11-01 13:00:00,meowingcats,Anime Jam,1,0,1,2017-10-29 13:00:00,https://www.itch.io/jam/anime-jam,y,72.0,190,Anime Jam,0,0,1,4
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-05-27 09:00:00,rocknightstudios,Trijam #20 Do you dare to try?,8,3,2,2019-05-24 09:00:00,https://www.itch.io/jam/trijam-20,y,72.0,1646,Trijam #20 Do you dare to try?,0,1,1,6
Overall||Fun||Creativity||Graphics||Sound||Theme Match||Genre Match (Survival),2019-02-03 11:00:00,STGJ Blayke,Survive the Game Jam 6,7,5,2,2019-01-31 11:00:00,https://www.itch.io/jam/survive-the-game-jam-6,y,72.0,1590,Survive the Game Jam 6,0,0,1,7
Over All||Respect of the limitations||Respect of the theme||Game play||Game design||Sound||Graphics,2018-10-22 04:00:00,ZahranW||Mini Jam Official,Mini Jam 13 -Villains-,102,193,25,2018-10-19 04:00:00,https://www.itch.io/jam/mini-jam-13-villains-,y,72.0,2427,Mini Jam 13 -Villains-,8,0,2,7
Overall||Gameplay||Art||Audio||Presentation,2019-07-15 05:00:00,ZahranW||Mini Jam Official,Mini Jam 32: Explosions,141,390,38,2019-07-12 05:00:00,https://www.itch.io/jam/mini-jam-32-explosions,y,72.0,2051,Mini Jam 32: Explosions,5,0,2,5
Overall||Gameplay||Art||Audio||Presentation,2019-03-25 04:00:00,ZahranW||Mini Jam Official,Mini Jam 24: Space,245,456,59,2019-03-22 04:00:00,https://www.itch.io/jam/mini-jam-24-space,y,72.0,2125,Mini Jam 24: Space,6,0,2,5
Theme||random||Fun,2018-12-22 00:00:00,Damv,Random TutoFacil Jam #1,7,14,5,2018-12-19 00:00:00,https://www.itch.io/jam/random-tutofacil-jam-1,y,72.0,521,Random TutoFacil Jam #1,0,0,1,3
Overall||Complexity||Graphics||Gameplay||Unique,2018-12-24 23:00:00,Adyn Calix,The unknown jam,4,0,2,2018-12-21 23:00:00,https://www.itch.io/jam/the-unknown-jam,y,72.0,237,The unknown jam,0,0,1,5
Overall||marte (graficos)||defeitos sonoros (som em geral)||gemaplya (gameplay)||Criar atividade (criatividade)||ZUERA,2019-09-09 19:00:00,Lord Pillows,GameJam HueHueBr #2,4,5,1,2019-09-06 19:00:00,https://www.itch.io/jam/gamejamhuehuebr2,n,72.0,1826,GameJam HueHueBr #2,3,0,1,6
Overall||Art||sounds and music||respect of themes||Gameplay||Creativity,2018-11-21 05:00:00,Lord Pillows,Pillow's Weekly Jam #1,8,0,2,2018-11-18 05:00:00,https://www.itch.io/jam/pwj1,y,72.0,667,Pillow's Weekly Jam #1,0,0,1,6
Overall||Creativity||Independence (Who needs a girl/boyfriend?)||Entertainment||Fun (Extra Points for Lonely Tears),2017-02-20 05:00:00,BadSoySauce,Single Awareness Jam,9,0,1,2017-02-17 05:00:00,https://www.itch.io/jam/single-awareness-jam,y,72.0,719,Single Awareness Jam,0,0,1,5
Overall||Gameplay||Art||Audio||Innovation,2019-01-07 21:00:00,Geta,Geta Game Jam 6,102,206,23,2019-01-04 21:00:00,https://www.itch.io/jam/geta-game-jam-6,y,72.0,1165,Geta Game Jam 6,1,0,1,5
Best game||Best writing||Best technical magic,2018-09-03 19:00:00,My Sweet Whomp||paulloz,inkJam 2018,255,0,55,2018-08-31 19:00:00,https://www.itch.io/jam/inkjam,y,72.0,723,inkJam 2018,0,0,2,3
Overall||Gameplay||Art||Audio||Presentation,2019-08-12 05:00:00,ZahranW||Mini Jam Official,Mini Jam 34: Balance,84,291,27,2019-08-09 05:00:00,https://www.itch.io/jam/mini-jam-34-balance,y,72.0,1960,Mini Jam 34: Balance,5,0,2,5
Overall||Gameplay||Art||Audio||Presentation,2019-06-17 05:00:00,ZahranW||Chris Maltby||Mini Jam Official,Mini Jam 30 + GBStudio,148,333,34,2019-06-14 05:00:00,https://www.itch.io/jam/mini-jam-30-gameboy,y,72.0,2006,Mini Jam 30 + GBStudio,5,0,3,5
Overall||marte (graficos)||defeitos sonoros (som em geral)||gemaplya (gameplay)||criar atividade (criatividade)||ZUERA (preciso explicar? XD),2019-09-02 19:00:00,Lord Pillows,Game Jam huehueBR #1,5,10,2,2019-08-30 19:00:00,https://www.itch.io/jam/gamejamhuehuebr1,n,72.0,1924,Game Jam huehueBR #1,3,0,1,6
Overall||Gameplay||Art||Audio||Presentation,2019-06-03 05:00:00,ZahranW||Mini Jam Official,Mini Jam 29: Ninjas,95,354,31,2019-05-31 05:00:00,https://www.itch.io/jam/mini-jam-29-ninjas,y,72.0,2076,Mini Jam 29: Ninjas,5,0,2,5
Overall||Gameplay||Art||Sounds,2019-01-14 05:00:00,ZahranW,Mini Jam 19: Mysteries,85,178,27,2019-01-11 05:00:00,https://www.itch.io/jam/mini-jam-19-mysteries,y,72.0,1926,Mini Jam 19: Mysteries,7,0,1,4
Overall||Conformance with theme||Creativity||Gameplay||Overall impression,2017-04-17 08:00:00,SpectralStar,Adventure Creator Jam (unofficial),4,6,2,2017-04-14 08:00:00,https://www.itch.io/jam/adventure-creator-jam-unofficial,y,72.0,1472,Adventure Creator Jam (unofficial),0,0,1,5
Overall,2019-09-12 19:10:00,studiomilk,The First-Ever Charity Jam Against Homelessness,15,0,8,2019-09-09 19:00:00,https://www.itch.io/jam/the-first-ever-charity-jam-against-homelessness,y,72.16666666666667,1672,The First-Ever Charity Jam Against Homelessness,0,0,1,1
Overall,2017-08-21 21:18:00,lcrabbit||Hyreos,Boteco Jam,26,0,10,2017-08-18 21:00:00,https://www.itch.io/jam/boteco-jam-1,y,72.3,1019,Boteco Jam,1,0,2,1
Overall feeling||Narration||Originality,2019-09-23 19:30:00,paulloz,inkJam 2019,119,242,25,2019-09-20 19:00:00,https://www.itch.io/jam/inkjam-2019,y,72.5,1842,inkJam 2019,0,0,1,3
Overall||Direction artistique||Respect du thème||Musique||Fun,2017-07-16 23:00:00,squale,Construct French Game Jam 5,25,131,11,2017-07-13 22:01:00,https://www.itch.io/jam/cfgj5,n,72.98333333333333,2022,Construct French Game Jam 5,0,0,1,5
Overall,2019-03-25 04:59:00,Thedrdevin||LexLoco,Even Weekend Game Jam 8,8,0,1,2019-03-22 04:00:00,https://www.itch.io/jam/even-weekend-game-jam-8,y,72.98333333333333,695,Even Weekend Game Jam 8,1,0,2,1
Overall||Overall||Respect of the limitations||Graphics||Sound||Game Design,2018-11-05 05:00:00,ZahranW||Mini Jam Official,Mini Jam 14 -Elements-,108,225,25,2018-11-02 04:00:00,https://www.itch.io/jam/mini-jam-14-elements-,y,73.0,1893,Mini Jam 14 -Elements-,7,0,2,6
Overall||xkcd-ness (how well it matches/interprets the comic)||Fun||Innovation||Visuals||Audio,2017-11-20 11:00:00,Xavier Ekkel,xkcd Game Jam,342,1235,88,2017-11-17 10:00:00,https://www.itch.io/jam/xkcdgamejam,y,73.0,2609,xkcd Game Jam,1,0,1,6
Overall,2018-10-07 17:00:00,ecdc,Game Pratic' 2018,11,0,8,2018-10-04 16:00:00,https://www.itch.io/jam/game-pratic-2018,y,73.0,633,Game Pratic' 2018,0,0,1,1
Overall||Innovation||Fun||Theme||Graphics||Audio||Humor||Mood||Overall,2017-04-25 02:00:00,Zachary Danz,Ludum Dare 38 with SGD at UVA,48,3,5,2017-04-22 01:00:00,https://www.itch.io/jam/ludum-dare-38-with-sgd-at-uva,y,73.0,1746,Ludum Dare 38 with SGD at UVA,0,0,1,9
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-07-01 10:00:00,rocknightstudios,Trijam #25 - Do you dare to try?,5,0,1,2019-06-28 09:00:00,https://www.itch.io/jam/trijam-25,y,73.0,1760,Trijam #25 - Do you dare to try?,0,1,1,6
Overall||Overall||Gameplay||Graphics||Audio||Theme||Fun,2018-02-19 20:00:00,gamesplusjames,Games Plus Jam,224,521,73,2018-02-16 19:00:00,https://www.itch.io/jam/gamesplusjam,y,73.0,2990,Games Plus Jam,1,1,1,7
Overall||•	Strong connection to the theme||•	Commercial Potential||•	Fun||•	Innovation||•	Graphics||•	Audio||•	Narrative||•	Teamwork evident in game creation,2019-03-11 13:00:00,Jamfuser,Jamfuser,96,268,13,2019-03-08 12:00:00,https://www.itch.io/jam/jamfuser,y,73.0,7988,Jamfuser,0,0,1,9
"General||Diversión||Afinidad al tema (""Bizarro"")||Sonido||Gráficos",2017-10-26 14:00:00,jramell,Gamejam ISIS,4,6,2,2017-10-23 13:00:00,https://www.itch.io/jam/gamejam-isis,n,73.0,1008,Gamejam ISIS,0,0,1,5
Overall||Efficiency||Intuitiveness||Polish||Every-Day-Useability,2017-06-19 20:45:00,aodq,Utility Jam,38,2,3,2017-06-16 19:45:00,https://www.itch.io/jam/utility-jam,y,73.0,708,Utility Jam,0,0,1,5
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات||Overall - التقييم عام,2016-09-04 22:20:00,Danar Kayfi,Game Zanga 6,136,1054,76,2016-09-01 21:00:00,https://www.itch.io/jam/game-zanga-6,y,73.33333333333333,77,Game Zanga 6,0,0,1,7
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات,2019-09-01 22:20:00,Danar Kayfi,Game Zanga 9,371,1130,80,2019-08-29 21:00:00,https://www.itch.io/jam/gamezanga9,y,73.33333333333333,3767,Game Zanga 9,4,1,1,6
Overall · Note globale||Gameplay · Systèmes de jeu||Storytelling & Writing · Écriture et narration||Aesthetics & Mood · Esthétique et ambiance||Theme interpretation · Interprétation du thème,2018-07-23 18:30:00,Aurélien Dos Santos||Game Dev Alliance,RPG Maker Jam #3,336,1021,77,2018-07-20 17:00:00,https://www.itch.io/jam/rpgmakerjam3,y,73.5,769,RPG Maker Jam #3,1,0,2,5
Overall / Note globale||Gameplay||Writing / Écriture||Mood / Ambiance||Theme use / Utilisation du thème,2019-04-22 19:30:00,Game Dev Alliance,GDA JAM,206,352,35,2019-04-19 18:00:00,https://www.itch.io/jam/gda-jam,y,73.5,4744,GDA JAM,4,0,1,5
