game_accessibility,game_ave_session,game_desc_len,game_genres,game_inputs,game_language,game_last_update,game_made_with,game_name,game_no_screenshots,game_platforms,game_price,game_publish_date,game_size,game_status,game_tags,game_url
,,97,,,,,,One last fight,1,,,,11 MB,Released,,https://danrlavoie.itch.io/one-last-fight
,,93,,,,,,One Ball,1,,,,25 MB,Prototype,,https://arcadeblast.itch.io/one-ball
,,971,Adventure||Survival,,,,,The quest goes on,1,,,,33 kB,Released,2D||Pixel Art||Side Scroller,https://joe-cordell.itch.io/the-quest-goes-on
,,582,Platformer,,,,,911^^,2,Windows,,,100 MB,Prototype,2D||Dark Humor||Pixel Art||Runner||Unreal Engine,https://anavorac.itch.io/911
,,960,Platformer,,,,,To the Beat of Dignity,5,Flash,,,,In development,2D||Pixel Art,https://bluaxolotl.itch.io/to-the-beat-of-dignity
,,675,Puzzle,,,,,Just Once,0,Windows,,,20 MB,Prototype,,https://tolu619.itch.io/just-once
,,668,Platformer,,,,,One Jump Man!,1,,,,34 MB,Released,Game Maker's Toolkit Jam||Retro,https://cdscott.itch.io/one-jump-man
,,0,,,,,,Dont Spill,1,Windows,,,31 MB,Released,2D||Game Maker's Toolkit Jam||Story Rich||Unity,https://mchezo-studios.itch.io/dont-spill
,,137,Platformer,,,,,Gunslinger's Paradise,1,,,,19 MB,Released,,https://bobby92695.itch.io/gunslingers-paradise
,,146,Shooter,,,,,Castle Doctrine,1,,"Name your own price,Name your own price",,11 MB,Released,,https://yokcos.itch.io/castledoctrine
,,342,Strategy,,,,Unity,Beach Defender: Attack of the Watermelons,4,Windows,,,18 MB,Released,Tower Defense,https://xryecho.itch.io/beach-defender
,,0,,,,,,Crimelord,0,Windows,,,19 MB,Released,,https://potatolord56.itch.io/crimelord
One button,A few minutes,1214,Fighting,Keyboard,English,,Unity,KEY(BOARD/BREAK),2,Windows,"Name your own price,Name your own price",,13 MB,Released,Game Maker's Toolkit Jam||keyboard||learning,https://dinamiccreates.itch.io/keyboardbreaker
,,564,Action,,,,,Budget Spacefight,1,Windows,,,47 MB||1 kB,Prototype,Space||Top-Down,https://thefridge.itch.io/budget-spacefight
,,123,Puzzle,,,,,Only One,4,Windows||macOS,"Name your own price,Name your own price",,20 MB,Released,2D||Creepy||Game Maker's Toolkit Jam||Pixel Art||Puzzle-Platformer,https://applepi2808.itch.io/only-one
,,263,,,,,,Only One Dimension,1,Windows,,,1 MB,Released,,https://selbstladekarabiner.itch.io/only-one-dimension
,,120,Shooter,,,,,"One Enemy, Infinite Bullets",1,Windows||macOS||Linux||Android,,,14 kB,Released,,https://lugyd1xd-one.itch.io/one-enemy-infinite-bullets
,,95,,,,,,4PlayersOneRobot,1,Windows,,,23 MB,Released,Co-op||Third Person,https://brennerlittle.itch.io/4playersonerobot
,,294,Action,,,,,The ultimeta boose run,1,,,,8 MB,Prototype,2D||Pixel Art||Roguelike||Survival Horror,https://hajhawa.itch.io/tubs
,,180,Puzzle,,,,,One Shot,1,,,,22 MB,Prototype,Game Maker's Toolkit Jam||Ludum Dare 44,https://xomar164x.itch.io/one-shot
,,352,,,,,,Haunted Voice,1,Windows,"Name your own price,Name your own price",,20 MB,In development,Game Jam||Game Maker's Toolkit Jam,https://jvdwijk.itch.io/haunted-voice
,,1370,Fighting,,,,,One Arm Bandit,1,Windows,,,8 MB,Released,Beat 'em up||Game Maker's Toolkit Jam,https://hhartley.itch.io/one-arm-bandit
,,1432,Action,,,,,"One Button, One Life, One Direction",3,Windows,,,19 MB,Prototype,Game Maker's Toolkit Jam,https://xaieon.itch.io/one-life-one-button-one-direction
,,997,Action||Adventure,,,,,Sonic Rush,2,Windows,"Name your own price,Name your own price",,15 MB,Released,2D||Arcade||Game Maker's Toolkit Jam||Pixel Art||sonic,https://narotuali.itch.io/sonic-rush
,,314,Action,,,,,Again and Again,1,,,,23 MB,Released,2D||Boss battle||Game Jam,https://ratboyengineer.itch.io/one-two-three
,,108,,,,,,One Enemy,0,Windows,,,26 MB||141 kB,Prototype,2019||Game Maker's Toolkit Jam,https://sauciestbard.itch.io/one-enemy
,,281,Shooter,,,,,Become One,2,,,,20 MB,Released,,https://cunamy.itch.io/become-one
,,240,Rhythm,,,,,HagnkeRhythm: First Note,1,Windows,,,6 MB,Prototype,Game Maker's Toolkit Jam,https://hagnkerchief.itch.io/hagnkerhythm-first-note
,,270,Action,,,,,One Minuite Hiest,0,Windows,"Name your own price,Name your own price",,951 MB,Released,Singleplayer,https://hulgarth.itch.io/one-minuite-hiest
,,356,,,,,,PARASITE,1,,,,3 MB,Released,,https://kchram.itch.io/parasite
,A few minutes,696,Survival,Keyboard||Mouse,English,,Blender||Godot,Planet of the Slimes,1,Windows||Linux,"Name your own price,Name your own price",,10 MB||12 MB,Released,Game Maker's Toolkit Jam||Tower Defense,https://robert7301201.itch.io/planet-of-the-slimes
,,766,Puzzle,,,,,Tower of Transistor,1,Windows,,,29 MB,Released,Game Maker's Toolkit Jam,https://crystalclod.itch.io/tower-of-transistor
,,332,Shooter,,,,,ONECHANCE,2,Windows,"Name your own price,Name your own price",,33 MB,Released,FPS||Game Maker's Toolkit Jam||Horror||Perma Death,https://hmarkus9.itch.io/onechance
,,118,Racing,,,,,Flat Tire Simulator,0,,,,16 MB,Released,,https://humperdinkfrumplesnatch.itch.io/flat-tire-simulator
Color-blind friendly||High-contrast||One button,A few minutes,346,,Mouse||Touchscreen,,,,OneButton.IO,1,,,,,Released,Game Maker's Toolkit Jam||Massively multiplayer||Multiplayer||social-game,https://luisvsm.itch.io/onebutton
,,378,Action,,,,,The Boomerang,1,,,,65 MB,Released,,https://vonbartlesby.itch.io/the-boomeranggame
,,457,Card Game,,,,Unity,Ace of Space,1,HTML5,,,,In development,2D||cats||Space||spaceship,https://prabby-patty.itch.io/ace-of-space
,A few seconds,351,Puzzle,Keyboard||Mouse,English,,Unity||Blender,Unite,4,Windows,,,76 MB,Released,3D||Singleplayer||Unity,https://doomod.itch.io/unite
,,195,Puzzle,,,,,STEPVANCED,1,Windows,,,489 kB,Released,Game Maker's Toolkit Jam,https://mojo2208.itch.io/stepvanced
,,425,Puzzle,,,,,Box Catcher,1,Windows,"Name your own price,Name your own price",,48 MB,Released,Casual,https://superhardboiled.itch.io/box-catcher
,,309,,,,,,OneItemInventory,0,Windows,,,30 MB,Released,,https://boug.itch.io/oneiteminventory
,,944,,,,,,Nil and the Chamber of Echoes,1,Windows,"Name your own price,Name your own price",,4 MB,Released,,https://jomiak.itch.io/nil-and-the-chamber-of-echoes
,,424,,,,,,RC racing,1,Windows,,,38 MB,Released,Game Maker's Toolkit Jam,https://doyouevenfish.itch.io/rc-racing
,,306,Action,,,,,Only One Tower,1,Windows,,,20 MB,Prototype,2D||Tower Defense,https://cuteluwai.itch.io/gmtk-game-jam-2019
,A few seconds,902,Adventure,Keyboard||Mouse||Gamepad (any),,,Godot||Krita,One Knight,1,Windows,"Name your own price,Name your own price",,11 MB,Prototype,,https://drentsoft.itch.io/one-knight
,,268,Survival,,,,,Get Off My Island,1,Windows,,,35 MB,Prototype,3D||Low-poly||Short||Singleplayer||Top-Down||Unity,https://ruxik.itch.io/get-off-my-island
,A few minutes,1371,Fighting||Platformer,Gamepad (any),English,,Godot,Crispy cheese,1,Windows||macOS||Linux,"Name your own price,Name your own price",,15 MB||15 MB||13 MB,Prototype,Game Maker's Toolkit Jam||Local multiplayer||Multiplayer,https://greaby.itch.io/crispy-cheese
,,225,Adventure,,,,,The Last Awesome Jump,3,Windows||macOS||Linux,,,38 MB,Released,Game Maker's Toolkit Jam,https://mikaelstudios.itch.io/the-last-awesome-jump
,,0,Adventure,,,,PixiJS,Is there hope?,1,HTML5,,,,Released,2D||Game Maker's Toolkit Jam||Pixel Art||Singleplayer,https://dei-bit.itch.io/is-there-hope
,,701,Action,,,,,OneArmedSoldiers,1,,,,39 MB,Prototype,,https://estemyr.itch.io/one
,,420,Adventure,,,,,The Legend of Singletasker,1,Windows,,,24 MB||100 MB,Released,Game Maker's Toolkit Jam,https://gameplicit.itch.io/the-legend-of-singletasker
,,473,Puzzle,,,,,Fling,1,,,,20 MB,In development,2D||My First Game Jam,https://microraptor13.itch.io/fling
,,522,Action,,,,,One day One Chance,1,Windows,,,19 MB,In development,3D||Low-poly,https://ian-ohara.itch.io/one-day-one-chance
,,1467,,,,,,momentum,1,Windows,,,18 MB,Prototype,,https://bearhunter.itch.io/momentum
,,355,Platformer,,,,,One Chance,3,Windows||macOS||Linux,,,16 MB,Released,2D||Pixel Art||Short||Singleplayer,https://mn-kisk.itch.io/one-chance
,,387,Shooter,,,,,One Minute Wave,2,Windows,"Name your own price,Name your own price",,20 MB,Released,Arcade,https://charlie21.itch.io/one-minute-wave
,,75,,,,,,Ball says trans rights but it's sideways so you can tell it's spinning I'm sorry,0,,,,17 MB,Released,,https://trent-sama.itch.io/ball-says-trans-rights-but-its-sideways-so-you-can-tell-its-spinning-im-sorry
,,260,Visual Novel||Adventure,,,,Ren'Py,Gone green,1,Windows,"Name your own price,Name your own price",,51 MB,Prototype,Horror||Psychological Horror||renpy||Singleplayer||Traps,https://tori-toe.itch.io/gone-green
,,144,Puzzle,,,,,Do Not Press,1,Windows||macOS||Linux,,,17 MB||18 MB||19 MB,Released,,https://silencewerks.itch.io/do-not-press
,,441,,,,,,Corpo Madness,0,Windows,,,23 MB,Released,,https://helleye.itch.io/corpo-madness
,,151,Platformer,,,,,Bozz,0,,,,32 MB,Released,,https://d3athkss.itch.io/bozz
,,314,,,,,,"one button, one projectile",1,,,,3 MB,Released,Game Maker's Toolkit Jam,https://integration.itch.io/one-button-one-projectile
,,602,,,,,,The Great Dictator,1,Windows,,,1 MB,In development,,https://ruthacury.itch.io/the-great-dictator
,,170,Visual Novel,,,,,The Fall,0,Windows,,,30 MB,Released,,https://work-smarter.itch.io/the-fal
,,2085,Puzzle,,,,,Connor's Cases: One Way Ticket,1,Windows,,,18 MB,Prototype,,https://casqan.itch.io/connors-cases-one-way-ticket
,,992,Action,,,,,I spent 48 hours on a game jam and all I got was a single arrow,1,Windows,,,2 MB,Prototype,Game Maker's Toolkit Jam||Multiplayer||Twin Stick Shooter||Versus,https://massimog.itch.io/single-arrow
,,116,Platformer,,,,,OneTimes,0,,,,18 MB,Released,2D||one||one-bullet||one-enemy||one-heart||one-hit_kill||one-play||one-stage||only-one||Pixel Art,https://jovinlidan.itch.io/one-times-play
,,557,Action,,,,,Aztec Arena,1,,,,47 MB||28 MB,Released,2D||Co-op||Cute||Pixel Art||Singleplayer,https://n8dawg.itch.io/aztec-arena
,,109,Interactive Fiction,,,,,In Your Hands,1,Windows||macOS||Linux,,,11 MB||13 MB||12 MB,Released,2D||My First Game Jam||Pixel Art,https://thebigcheesish.itch.io/in-your-hands
,,956,Platformer,,,,,King of Hearts,4,Windows,,,4 MB,Prototype,Game Maker's Toolkit Jam||Local multiplayer,https://osivee.itch.io/king-of-hearts
High-contrast,A few minutes,283,Survival,Keyboard||Mouse,English,,,1 Chance,1,Windows||macOS,,,17 MB||20 MB,Released,Game Maker's Toolkit Jam,https://sabbir12488.itch.io/1-chance
,,542,Platformer,,,,,Luxport,1,,,,3 MB,Released,2D||Game Maker's Toolkit Jam||Pixel Art,https://dwergi.itch.io/luxport
,,1686,,,,,,Probiocts vs Virus,2,Windows,,,2 MB||2 MB,Prototype,,https://mrfullstack.itch.io/probiocts-vs-virus
,,659,,,,,,One Second Strike,2,Windows,,,2 MB,Released,GameMaker||Game Maker's Toolkit Jam||one-button||second||strike,https://popigm.itch.io/one-second-strike
,,215,Platformer,,,,,The Tower of Midas,1,,,,78 MB,Prototype,2D,https://the-digitato.itch.io/the-midas-tower
,About a half-hour,551,Puzzle,Mouse,,,Unity||Maya,only one life,2,,,,105 MB,Released,,https://nktn.itch.io/only-one-life
,,673,Action,,,,,OnlyOnePowerCell | GMTK2019,1,,,,,Released,2D||Cyberpunk||Game Maker's Toolkit Jam||Short||Singleplayer,https://roundisch-wahle.itch.io/onlyonepowercell
,,168,,,,,,One Rotten Egg,1,Windows,,,16 MB,Released,2D||Pixel Art,https://dalton-moore.itch.io/one-rotten-egg
,,751,Platformer,,,,,Giant Oversized Screwdriver Havoc,1,Windows,,,26 MB,Released,2D||Pixel Art||Puzzle-Platformer,https://lemonyfresh.itch.io/gosh
,,618,Role Playing,,,,,Only One Hero,2,,,,3 MB,Released,Boss battle||Massively multiplayer||Retro,https://negabyte.itch.io/only-one-hero
,,134,Action||Platformer,,,,,Saionara,3,,,,24 MB,Prototype,Arcade||Game Maker's Toolkit Jam||Local multiplayer||one-hit-kill||Perma Death||Short||Unity,https://nrezdev.itch.io/saionara
,,237,Puzzle||Platformer,,,,Unity,OneBot,2,HTML5,,,,Released,,https://barthonius.itch.io/onebot
,,164,Puzzle||Platformer,,,,,"Rego-One Screen, One jump",0,,,,13 MB,Prototype,2D||Puzzle-Platformer,https://razivo.itch.io/rego
,,251,,,,,,Shoot the Shapeshifter,1,,,,,Released,memory,https://bongo-games.itch.io/shoottheshapeshifter
,,249,Rhythm,,,,,Rocky Sea,1,,"Name your own price,Name your own price",,20 MB,Released,2D||Unity,https://king784.itch.io/rocky-sea
,,166,Survival,,,,,Blobs,1,Windows,,,16 MB,Released,,https://olegkuv.itch.io/blobs
,,319,Platformer,,,,,That Bird Can Jump,1,Windows,,,2 MB,Prototype,2D||Game Maker's Toolkit Jam,https://theducker1.itch.io/that-bird-can-jump
,,862,Shooter,,,,,Exotic Matter in Space,1,Windows,,,16 MB,Released,Shoot 'Em Up||Space,https://christianf.itch.io/exotic-matter
,,352,Fighting,,,,,The Only Room,1,,"Name your own price,Name your own price",,21 MB,Released,2D||My First Game Jam||Pixel Art,https://rende36.itch.io/the-only-room
,,503,Action,,,,,Area 51 escape,1,Windows,,,14 MB,Released,Funny||Game Jam||meme,https://vaughany199.itch.io/area-51-escape
,,127,Adventure,,,,,Arry - At least I tried,0,Windows,,,29 MB||2 MB,Released,Singleplayer||Top Down Adventure,https://apheecant.itch.io/arry-at-least-i-tried
,,186,Fighting,,,,,Over Powered,1,,"Name your own price,Name your own price",,436 MB,Released,Top-Down,https://darkarts.itch.io/over-powered
,,669,Action,,,,,One Technique,1,Windows,,,19 MB,Released,2D||Game Maker's Toolkit Jam,https://mutedfox.itch.io/one-technique
,,661,Survival,,,,,The Little Turret That Could,0,Windows,,,563 MB,Released,,https://lukas-kelemen.itch.io/the-little-turret-that-could
,,199,,,,,,1der Wing,2,Windows,,,618 MB,Released,,https://hebrewspaleale.itch.io/1der-wing
,,806,Platformer||Puzzle,,,,,Dollhouse,0,Windows,,,19 MB,Prototype,Puzzle-Platformer,https://chaowei3.itch.io/dollhouse
,,353,Platformer,,,,,One Extra Jump,0,Windows,,,19 MB,Released,,https://gitrogatog.itch.io/one-extra-jump
,,0,Survival,,,,,Only one circle,1,Windows,,,3 MB,Released,2D||not-actually-a-game||Psychological Horror,https://iotaboy.itch.io/only-one-circle
,,143,Action,,,,,Gladiatorial Survival,1,Windows,,,,Released,2D,https://sanketvaria.itch.io/gladiatorial-survival
,,950,Adventure||Platformer||Puzzle,,,,,Javelin,3,Windows,,,3 MB,Released,2D||Game Boy||Game Maker's Toolkit Jam||Retro||Side Scroller,https://grroink.itch.io/jav
,,730,Action,,,,Unity,One-Handed Rocket Jump Proof of Concept,1,HTML5,,,,Prototype,3D||Game Maker's Toolkit Jam||rocket-jump,https://sofronas.itch.io/one-handed-rocket-jump-proof-of-concept
,,1559,,,,,,1,1,Windows,,,78 MB,Released,Arcade||Minimalist||reaction-time,https://darkphlox.itch.io/1
,,235,Action,,,,,You die in the game you die in real life.,1,,,,111 MB,Released,,https://grub.itch.io/you-die-in-the-game-you-die-in-real-life
,,726,Action,,,,,Acid Cloud,1,Windows,,,3 MB,Released,Arcade||Game Maker's Toolkit Jam||LÖVE||Retro||vector,https://guilogarithm.itch.io/acid-cloud
,,2212,Strategy,,,,,Battleship (but only one ship),0,Windows,,,21 MB,Released,2D||Turn-based,https://hamirtime.itch.io/battleship-but-only-one-ship
,,0,Puzzle||Platformer,,,,,Rewind,1,,,,16 MB,Released,Game Maker's Toolkit Jam,https://matthew-o.itch.io/rewind
,,1077,Platformer,,,,,Self Destructive,4,Windows,,,4 MB,Released,2D||Game Jam||Singleplayer,https://maksm.itch.io/self-destructive
,,570,Action,,,,,Teleport Man,1,Windows,,,13 kB,Released,,https://juandinner.itch.io/teleport-man
,,189,,,,,,Party Pillow Panic,1,Windows,"Name your own price,Name your own price",,23 MB,Released,,https://tyforcewind.itch.io/party-pillow-panic
,,189,Action,,,,,The Last Sheep,1,,,,20 MB,Released,Game Maker's Toolkit Jam,https://danharrisstudent.itch.io/the-last-sheep
,,391,Shooter||Platformer,,,,,Slime Slayer,2,Windows||Linux,"Name your own price,Name your own price",,29 MB||39 MB,Released,2D||Game Maker's Toolkit Jam,https://hyperdrop-studios.itch.io/slime-slayer
,A few minutes,449,Survival,Keyboard||Mouse,English,,Unity||Blender||3ds Max||Adobe Photoshop,Crave,1,Windows||macOS,,,26 MB||53 MB,Prototype,Atmospheric||cave||fight||Game Maker's Toolkit Jam||hunt||light||Monsters||one-chance||torch,https://snejk.itch.io/crave
,,232,Survival,,,,,Ballaroma,1,Windows,,,22 MB,Released,2D||Pixel Art,https://peanuder.itch.io/ballaroma
,,596,,,,,,Arcade Tank,1,Windows,,,13 MB,Prototype,2D||Arcade||Pixel Art,https://buskerdog.itch.io/arcade-tank
,,172,Shooter,,,,,Before the End of Everything,1,,,,21 MB,Released,2D||Pixel Art||Top down shooter,https://picalines.itch.io/before-the-end-of-everything
,,174,Platformer,,,,,OOO - Only One Obstacle,3,,,,14 MB,Released,GameMaker||My First Game Jam,https://lukeshardo.itch.io/ooo-only-one-obstacle-ooo
,,256,,,,,,TimeRoom Mystery,3,Windows,,,22 MB,Released,,https://haukman.itch.io/timeroom-mystery
,,295,Survival||Puzzle,,,,,Torchure,1,,,,192 MB,Prototype,Game Maker's Toolkit Jam||Horror||Unreal Engine,https://bradrenaline.itch.io/torchure
,,365,,,,,,Save the Earth!,1,Windows,,,7 MB,Prototype,2D||Pixel Art||Space,https://kykiman.itch.io/save-the-earth
,,0,,,,,,The Lonely One,1,,,,8 MB,In development,Arcade||Casual,https://crispjam.itch.io/the-lonely-one
,,154,Platformer,,,,,OneLifeJump,1,Windows,"Name your own price,Name your own price",,89 MB,Released,3D||3D Platformer||jumping||Singleplayer||Third Person,https://anthonym03.itch.io/onelifejump
,,561,Puzzle,,,,,N00LYn3,1,Windows,,,1 MB,Released,2D||Arcade||Game Maker's Toolkit Jam,https://peter-sc.itch.io/n00lyn3
,,556,,,,,,"OLSA: One Life, One Action",1,Windows,,,193 MB,Released,,https://gilga.itch.io/olsa
,,719,Strategy,,,,,Connections,0,Windows,,,24 MB,Released,3D||game-makers-tool-kit||Game Maker's Toolkit Jam||laser||Real time strategy||Singleplayer||Tower Defense,https://guileswa.itch.io/connections
,,109,Visual Novel||Adventure,,,,,The One,0,HTML5,,,22 kB,Released,good||holocaust||Horror||was,https://mattl-uk.itch.io/the-one
,,252,Platformer,,,,,Rock,0,,,,39 MB,Prototype,2D,https://yoderpet.itch.io/rock
,,186,Action,,,,,Untitled Shooty Game,1,Windows,,,18 MB,Prototype,,https://raphaeltetreault.itch.io/untitled-shooty-game
,,689,,,,,,Just One Eye (Jam Edition),3,,,,77 MB,Prototype,Game Maker's Toolkit Jam||Horror,https://fornan-ii.itch.io/just-one-eye
,,726,Puzzle,,,,,Only One Path,1,Windows||Linux,,,62 MB,Prototype,,https://lilbouzy.itch.io/only-one-path
,,596,Action,,,,,Now It's My Turn (GMTK2019),1,Windows,,,113 MB,Prototype,3D||gmtk2019,https://themikaus.itch.io/now-its-my-turn-gmtk2019
,,3710,Shooter,,,,,Beer Shooter,3,Windows,"Name your own price,Name your own price",,17 MB||19 MB,Released,Endless||Top down shooter,https://andre-luiz.itch.io/beer-shooter
,,353,Platformer,,,,,Only One Item,0,HTML5,,,,Released,2D||godot||Metroidvania,https://jumpinjtb.itch.io/only-one-item
,,1457,Platformer||Puzzle,,,,,(One) JumpMan,3,Windows,,,625 kB,Released,Game Maker's Toolkit Jam||jumping,https://marcus1418.itch.io/one-jumpman
,,413,Platformer||Adventure,,,,,The Only One,1,Windows,,,15 MB,Released,2D||ducks||Monsters||Pixel Art,https://wokaygames.itch.io/the-only-one
,,297,Platformer,,,,,One Shot Wonder,1,,,,,Released,,https://thelongoh.itch.io/one-shot-wonder
,,644,Platformer,,,,,SpacePug,1,Windows,"Name your own price,Name your own price",,20 MB,Released,,https://murded.itch.io/spacepug
,,104,Action,,,,Unity,Test WebGl,0,HTML5,,,,In development,,https://ilovegob.itch.io/test-webgl
,,342,Survival,,,,,Don't Waste Water!,3,Windows||macOS||Linux,,,19 MB,Released,Arcade||Game Maker's Toolkit Jam||infinite-runner,https://pogo-pogo.itch.io/dont-waste-water
,,449,Shooter,,,,,Star Shot,3,Windows,,,15 MB,Prototype,2D||Arcade,https://mattwongcode4u.itch.io/star-shot
,,0,,,,,,Only One: Just A Flower,0,Windows||macOS||Linux,,,19 MB,Released,,https://leonides.itch.io/only-one-just-a-flower
,,577,Racing,,,,,Beads Krieg,1,,,,635 kB||27 MB||1 MB||1 MB||22 MB,Released,Abstract||Comedy||Game Maker's Toolkit Jam||Side Scroller,https://agsma.itch.io/beads-krieg
,,0,Action||Fighting,,,,,high fox battle,0,Windows,,,25 kB,Released,,https://de-grote.itch.io/high-fox-battle
,,319,Shooter,,,,,NoEscape,1,,,,635 kB||17 MB,Released,,https://waeiran-yao.itch.io/noescape
,,0,Action,,,,,Nucular blast,0,Windows,,,1 MB,Released,blast||gmkt-jam||Game Maker's Toolkit Jam||nucular,https://einstein9997.itch.io/nucular-blast
,,134,Survival,,,,,Soon,2,Windows,"Name your own price,Name your own price",,3 MB,Released,Pixel Art,https://playermoon-vip.itch.io/soon
,,329,Puzzle,,,,,You Had One Job,1,,,,30 MB,Prototype,2D||Pixel Art,https://misplacedtext.itch.io/you-had-one-job
