jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
,2017-07-20 14:00:00,Harry,PuzzleScript Jam #2,7,0,4,2017-06-20 14:00:00,https://www.itch.io/jam/psj2
,2017-06-04 22:00:00,spacefaerie,Iyashikei / healing jam,7,0,4,2017-05-18 22:00:00,https://www.itch.io/jam/healing-jam
,2017-04-30 21:00:00,catnipped,BANANA JAM,7,0,7,2017-04-24 16:00:00,https://www.itch.io/jam/banana-jam
,2015-05-31 23:15:00,The Guild of Independent Game Developers,Minigame Jam,7,0,8,2015-05-29 23:00:00,https://www.itch.io/jam/minigame-jam
,2019-10-25 16:00:00,babblegumsam,WENDY'S JAM,7,0,7,2019-10-04 16:00:00,https://www.itch.io/jam/wendys-jam
,2019-07-28 19:00:00,AlexBellUnity,✨ GAY(M) Jam 2.0 @ Unity Brighton 🏳‍🌈,7,0,2,2019-07-25 23:00:00,https://www.itch.io/jam/gaym-jam-20-unity-brighton
,2016-05-02 02:00:00,bcitgamedevclub,A BCIT Game Jam,7,0,5,2016-04-30 02:00:00,https://www.itch.io/jam/a-bcit-game-jam
,2018-01-28 12:00:00,ANT DPU,Bangkok Game Dev by GGJ 2018,7,0,1,2018-01-26 03:00:00,https://www.itch.io/jam/bangkokgamedev
Theme||random||Fun,2018-12-22 00:00:00,Damv,Random TutoFacil Jam #1,7,14,5,2018-12-19 00:00:00,https://www.itch.io/jam/random-tutofacil-jam-1
,2018-01-24 01:00:00,Game Dev McGill,Game Jam Monthly - January 2018,7,0,6,2017-12-21 05:00:00,https://www.itch.io/jam/game-jam-monthly-2
,2018-11-15 23:00:00,enibolas,Bitsy Jam at PLAY18,7,0,4,2018-11-02 23:00:00,https://www.itch.io/jam/bitsy-jam-at-play18
Overall||Gráficos||Trilha sonora / Efeitos sonoros||Mecânicas,2017-10-08 20:00:00,cepedeglab,Game Jam - Caracas Geek Fest,7,0,1,2017-10-06 21:00:00,https://www.itch.io/jam/game-jam-caracas-geek-fest
,2019-07-07 23:00:00,Eriol Fox,2019 Bristol Pride Game Jam #2,7,0,7,2019-07-04 23:00:00,https://www.itch.io/jam/2019-bristol-pride-game-jam-2
,2017-10-12 04:00:00,Groupe Féministe Vidéoludique,Ctrl-Alt-Gfv: Jam de l'Alternative et du Groupe Féministe Vidéoludique,7,0,2,2017-09-27 04:00:00,https://www.itch.io/jam/ctrl-alt-gfv
Overall||game design||art||sound||implementation,2015-05-17 19:00:00,Athens GGDA||Nick Splendorr,2015 Athens Game Jam,7,114,7,2015-05-15 21:00:00,https://www.itch.io/jam/2015-athens-game-jam
,2018-12-05 06:30:00,Michael Matthews,Classy Bogan Studios Opening Jam,7,0,2,2018-12-02 22:30:00,https://www.itch.io/jam/classy-bogan-studios-opening-jam
,2019-06-30 19:59:00,fabiano_smile,CEET GAME JAM 2019/1,7,0,6,2019-06-17 03:00:00,https://www.itch.io/jam/ceet-game-jam-20191
Overall||Musica||Innovacion||Diversion||Visuales,2018-02-24 03:00:00,mentes en juegos,Arcade Game Jam,7,20,4,2018-02-19 03:00:00,https://www.itch.io/jam/arcade-gamejam2
,2015-09-16 05:59:59,alhvi||foobraco||Vidsneezes||riktothepast||SQRBOX,GDGT - Independence Day Jam 15,7,0,5,2015-09-12 01:00:00,https://www.itch.io/jam/gdgt-independence-day-jam-15
Overall,2018-09-30 10:00:00,Eliasbw444,Epic Game Jam,7,0,1,2018-07-30 10:00:00,https://www.itch.io/jam/epicgamejam
Overall||Overall quality||Gameplay quality||Asset quality,2017-07-25 07:00:00,Avery Wagar,VRJAM 2017,7,1,1,2017-07-18 07:00:00,https://www.itch.io/jam/vrjam
Overall||Mecanicas||Calidad||Arte||Musica y Fx,2016-04-29 04:00:00,red_heector||ClavosStudios,Salon Indie - Jams,7,0,1,2016-04-27 04:00:00,https://www.itch.io/jam/salon-indie---jams
,2018-10-21 20:00:00,Lab.ArtGame||Gabriel Toschi,Game Jam - LabArtGame + FoG,7,0,1,2018-10-19 21:00:00,https://www.itch.io/jam/game-jam-labartgame
,2018-10-22 04:59:59,Alic Szecsei||hekus||hekemp,EPX Fall Jam 2018,7,0,7,2018-10-20 01:00:00,https://www.itch.io/jam/epx-fall-jam-2018
Overall,2019-01-13 21:00:00,JDE,Frosty Game Jam,7,0,4,2019-01-11 18:00:00,https://www.itch.io/jam/frosty-game-jam
,2015-09-28 06:59:59,Matthew R.F. Balousek,Slug Jam #2: Fall 2015,7,0,5,2015-09-26 02:30:00,https://www.itch.io/jam/slugjam2
Overall,2015-08-16 11:00:00,"PIGsty: Play, Interactivity & Games Lab",#KiwiJam15,7,0,7,2015-07-23 19:00:00,https://www.itch.io/jam/kiwijam15
Overall||Musica||Grafica||Mecanicas||Diversión,2019-02-22 03:00:00,mentes en juegos,GAME JAM MENTES EN JUEGOS,7,11,2,2019-02-08 03:00:00,https://www.itch.io/jam/game-jam-mentes-en-juegos
Overall||theme||music||looks,2019-09-05 23:00:00,games maximum,twisto,7,0,1,2019-08-19 23:00:00,https://www.itch.io/jam/twisto
,2017-06-30 22:00:00,Spaghatto,Pet Jam,7,0,2,2017-06-25 10:00:00,https://www.itch.io/jam/pet-jam
Overall,2015-12-20 22:59:59,Virtual Association,Virtual Game Jam 2015,7,0,7,2015-11-20 19:00:00,https://www.itch.io/jam/virtual-game-jam-2015
,2018-04-10 05:00:00,UsernameNotTaken1,So-bad-It's-Good jam,7,0,3,2018-04-01 06:00:00,https://www.itch.io/jam/sobaditsgood
Overall||Gameplay||Sound||Graphics,2018-10-11 22:00:00,HypNoTic,HypNoTic Game Jam,7,2,1,2018-10-05 15:00:00,https://www.itch.io/jam/hypnojam
,2018-10-19 13:59:59,SAE Brisbane Games,SAE Brisbane Games - Studio 1 - 18T3 - Wherefore Art Thou?,7,0,5,2018-09-13 14:00:00,https://www.itch.io/jam/sae-brisbane-games-studio-1-18t3-wherefore-art-thou
,2019-09-25 15:59:00,NateA6,Cebu Game Dev - Halloween Game Jam: East meets West FearFest,7,0,1,2019-09-06 12:00:00,https://www.itch.io/jam/cgd-game-jam-east-meets-west-fearfest
Overall,2018-10-01 06:59:59,VGDA,VGDA Kick-Off GameJam Fall'18,7,0,5,2018-09-29 16:00:00,https://www.itch.io/jam/kick-off-gamejam-fall-2018
,2017-03-22 06:00:00,Toxic Fuerer,💬 Depth in Dialogue - 2017 March,7,0,1,2017-03-12 07:00:00,https://www.itch.io/jam/depth-in-dialogue
Overall,2018-04-08 18:00:00,Mafocore,The Time Jam,7,0,3,2018-04-06 18:00:00,https://www.itch.io/jam/the-time-jam
best content||best look||best music||most popular,2018-09-23 22:59:59,salt,Beginner_Jam#1,7,0,1,2018-09-21 07:30:00,https://www.itch.io/jam/beginner-jam1
,2017-09-24 16:00:00,Pumpenkarl,JamIsland @SchmiedeY 2017,7,0,4,2017-09-22 10:00:00,https://www.itch.io/jam/jamisland-schmiede-2017
Overall Enjoyment||Use of Theme||Creativity||Visuals||Gameplay Enjoyment||Audio,2019-05-27 03:59:59,Thedrdevin||LexLoco,Untitled Game Jam #1,7,4,2,2019-05-17 04:00:00,https://www.itch.io/jam/untitled-game-jam
,2017-04-15 16:30:00,BepisDog,Doggo Game Jam,7,0,1,2017-03-11 17:30:00,https://www.itch.io/jam/doggo-game-jam
Overall,2019-05-01 07:00:00,brokenVerticie,tenderfootJam,7,0,2,2019-04-01 07:00:00,https://www.itch.io/jam/tenderfootjam
,2019-04-12 22:00:00,Guillaume Levieux,Procedural JAM @STMN,7,0,3,2019-04-04 22:00:00,https://www.itch.io/jam/procedural-stmn-jam
,2018-06-14 22:00:00,A MAZE.,Peaceful Garden,7,0,3,2018-04-24 22:00:00,https://www.itch.io/jam/peaceful-garden
Overall||Visuals||Audio||Gameplay||Use of Theme,2017-10-29 16:30:00,UoB Games Dev. Soc.,GDS Halloween Jam 17,7,30,5,2017-10-29 15:00:00,https://www.itch.io/jam/gds-halloween-jam-17
Global||Graphisms||Musics and sound effects||Gameplay||Fun||Respect of theme,2018-10-29 23:00:00,AledCompany||Jaspounet||Number6406||Deakcor,Aled Game Jam,7,0,1,2018-10-26 16:00:00,https://www.itch.io/jam/aled-game-jam
,2019-01-27 09:00:00,gamejam4weekend,Game Jam 4 Weekend #9,7,0,2,2019-01-25 12:00:00,https://www.itch.io/jam/gj4w9
Overall||Innovation – The unexpected unique idea.||Fun – Did you enjoy playing the game?||Theme – Does the game suit the theme? Is it a creative one?||Graphics – The look of the game.||Audio – How did the game sound?||Mood – The atmosphere of the game.||Stability - Is the system stable?||Overall – Your overall opinion of the game.,2018-04-29 18:00:00,Garzec,SPPRO Discord GameJam 5,7,0,1,2018-04-27 18:00:00,https://www.itch.io/jam/sppro-discord-gamejam-5
Overall||COLOR_LIMIT||OS_LIMIT||UI_LIMIT||TEXT_LIMIT||ACTION_LIMIT||CHEATS_LIMIT||BREAK_LIMIT||CREDITS_LIMIT||OPEN_LIMIT||FUN_LIMIT,2019-05-09 21:59:59,Openfun,OpenFun - Game Jam #1,7,0,1,2019-05-02 18:00:00,https://www.itch.io/jam/openfun-game-jam-1
,2017-04-09 21:00:00,Madiber,Stray Jam,7,0,1,2017-03-31 22:00:00,https://www.itch.io/jam/stray-jam
Overall||Creativity||Adherence to Theme||Fun Factor,2016-12-04 04:59:59,Skidmore Game Labs,GameJam@Skidmore,7,0,2,2016-12-02 23:00:00,https://www.itch.io/jam/gamejamskidmore
,2019-05-26 18:10:00,GameJamBattle,GameJam Battle 2019,7,0,6,2019-05-26 12:00:00,https://www.itch.io/jam/gamejam-battle-2019
,2016-12-12 00:00:00,Buffalo Game Space||CLD||djpooppants||hangongetready||markzorn||Futch,BGSjam8,7,0,3,2016-12-10 00:00:00,https://www.itch.io/jam/bgsjam8
,2018-07-30 22:01:00,un bot pourrait faire ça||JoKh,Perpetual Jam,7,0,1,2018-07-02 22:00:00,https://www.itch.io/jam/perpetual-jam
,2019-10-01 12:59:59,Autofire,Top Secret Zolaire Farewell Group Jam,7,0,4,2019-09-21 07:00:00,https://www.itch.io/jam/top-secret-zolaire-farewell-group-jam
Creativeness||Fun||Mood||Appropriate graphics,2018-08-14 22:00:00,SkyreX12,Shadow Game Jam,7,1,2,2018-08-09 22:00:00,https://www.itch.io/jam/shadow-game-jam
,2018-07-23 02:30:00,Sav Emmett Wolfe,Swinburne Winter Game Jam,7,0,2,2018-07-19 14:00:00,https://www.itch.io/jam/swinburne-winter-game-jam
,2019-06-30 00:00:00,Kollafoss Game Farm,Isolation Jam 2019,7,0,5,2019-06-05 15:00:00,https://www.itch.io/jam/isolation-game-jam-2019
,2019-10-02 23:00:00,mark wonnacott,Dinosaur (Flicksy Jam),7,0,1,2019-09-22 23:00:00,https://www.itch.io/jam/flicksy-jam
Overall,2019-01-25 22:30:00,AIE Seattle,AIE's Road to Global Game Jam 2019,7,0,7,2019-01-16 22:00:00,https://www.itch.io/jam/aierggj2019
,2018-07-01 19:00:00,ShadowMitia||JeanVENCIC,Game Jam Connect,7,0,8,2018-06-29 16:00:00,https://www.itch.io/jam/game-jam-connect
,2018-11-12 04:59:59,AuroraGDC,Aurora DreamHack 2018 Submissions,8,0,8,2018-10-29 13:45:37,https://www.itch.io/jam/agdcdreamhack
,2015-02-01 22:59:59,EggDestroyer,Charlie Jam,8,0,8,2015-01-11 23:00:00,https://www.itch.io/jam/charliejam
Overall||Mechanics||Controls||Fun||Content Diversity||Graphics||Visual Effects||Music||Sound Effects||User Interface||Compliance With Topic,2017-03-20 00:13:00,Pixel Lifetime,Weekend Crazy Jam 4 - Procedural Generation,7,3,2,2017-03-17 18:00:00,https://www.itch.io/jam/weekend-crazy-jam-4
Overall||Is it playable?||Is it fun?||Would you recommend this game to your friends?,2019-03-02 21:30:00,rocknightstudios,Trijam #9 Do you dare to try?,7,18,4,2019-03-02 18:00:00,https://www.itch.io/jam/trijam-9
Overall||Creativity||Art Style,2015-11-11 00:00:00,scotty42,Peace Superheroes Jam,7,5,6,2015-10-13 07:00:00,https://www.itch.io/jam/peace-superheroes-jam
,2019-01-20 09:00:00,gamejam4weekend,Game Jam 4 Weekend #8,8,0,2,2019-01-18 12:00:00,https://www.itch.io/jam/gj4w8
,2019-03-25 04:00:00,zimura,Machine Jam,8,0,2,2019-03-22 11:00:00,https://www.itch.io/jam/research-jam
Overall||Overall||Audio||Gameplay||Visuals||Inovation,2019-04-14 04:00:00,Trialblazer,Perplexity Jam #3,7,0,3,2019-04-07 04:00:00,https://www.itch.io/jam/perplexity-jam-3
Overall,2019-09-29 22:30:00,Fellowship of the Game,Semcomp Jam,7,0,4,2019-09-27 22:00:00,https://www.itch.io/jam/semcomp-jam
Overall,2019-07-18 22:00:00,BrokenManGames,BrokenManJam,7,0,1,2019-07-11 22:00:00,https://www.itch.io/jam/bmj
Overall||Fun||Visuals||Sounds/Music,2018-12-23 20:00:00,Tiki720,Random 5 day Jam,7,2,1,2018-12-18 20:00:00,https://www.itch.io/jam/random-5-day-jam
,2018-08-10 07:00:00,Loveship Hypernova,Loveship Hypernova ULTIMATE Jam 2018,8,0,2,2018-07-13 07:00:00,https://www.itch.io/jam/loveship-hypernova-ultimate-jam-2018
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-04-29 09:00:00,rocknightstudios,Trijam #17,8,35,6,2019-04-26 09:00:00,https://www.itch.io/jam/trijam-17
Overall||Controls||Visual Experience​||Audio Experience​||Creativity||Fun||Relevance to the Theme​||Overall,2019-01-14 01:59:59,dbr,Salve Game Jam,8,0,3,2019-01-12 01:59:59,https://www.itch.io/jam/salve-game-jam
,2019-09-22 21:59:59,Game Students Collective,Kolibri Experience Jam,8,0,4,2019-09-21 08:00:00,https://www.itch.io/jam/kolibri-experience-jam1
Overall||Theme||Novelty||Experience,2017-11-06 02:59:59,AIE Seattle,Interactive Experience Game Jam 2017,8,0,7,2017-11-04 02:00:00,https://www.itch.io/jam/ixgj2017
Overall||Originalidad||El ranger y el paladín||Logan||El apuesto Anakin más jedis||Estaríamos mejor con Eviscerator,2018-01-08 06:00:00,@Dottora AstroROLoga||Germinadora de Ideas,Praxis 1 El Reto (Cuarta parte),8,36,7,2017-12-31 06:00:00,https://www.itch.io/jam/praxis-1-el-reto-cuarta-parte
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-05-27 09:00:00,rocknightstudios,Trijam #20 Do you dare to try?,8,3,2,2019-05-24 09:00:00,https://www.itch.io/jam/trijam-20
,2019-04-23 04:00:00,Darezar of Eledris,"Chronicles GameDev Challenge, Week 3",8,0,1,2019-04-16 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-3
,2019-03-30 21:10:00,Darren K||Galway Game Jam,Galway Game Jam 12,8,0,4,2019-03-30 09:00:00,https://www.itch.io/jam/galway-game-jam-12
Is it a puzzle game?||Gameplay,2018-08-29 22:45:00,KittyOfWest,Puzzle Jam,8,14,2,2018-08-19 22:50:00,https://www.itch.io/jam/puzzle-jam
,2017-06-19 05:00:00,hyperscope,2017 Winnipeg Game Jam,8,0,7,2017-06-08 05:00:00,https://www.itch.io/jam/2017-winnipeg-game-jam
,2019-09-22 21:30:00,LoopDevUsp,2º Hackathon da semana Brasileira de informática biomédica,8,0,5,2019-09-20 23:00:00,https://www.itch.io/jam/2-hackathon-da-semana-brasileira-de-informatica-biomedica
Overall,2019-09-29 22:00:00,cowboy8625,Cowboy's Weekend Code Jam,8,0,3,2019-09-27 22:00:00,https://www.itch.io/jam/cowboys-weekend-codejam
Gameplay||Creativity||Fun Factor,2018-02-23 22:00:00,HCG,1981 In Gaming,8,3,3,2018-02-09 17:00:00,https://www.itch.io/jam/1981-in-gaming
,2017-10-30 04:00:00,MBG,The Spooktastic Number One! A Twine-Jam,8,0,1,2017-10-01 04:00:00,https://www.itch.io/jam/the-spooktastic-number-one
,2018-11-23 08:00:00,m0dE,$50 Modd.io Jam - Earn the most revenue in a week,8,0,1,2018-11-16 08:00:00,https://www.itch.io/jam/get-paid-jam
,2017-09-20 05:00:00,tdelarosa723,Optical Jam #2,8,0,3,2017-09-13 05:00:00,https://www.itch.io/jam/optical-jam-2
It should be voted on:,2018-03-16 07:00:00,Way2Smart,HAXX! An Unofficial Bitsy Jam,8,5,5,2018-03-02 08:00:00,https://www.itch.io/jam/haxx-an-unofficial-bitsy-jam
,2018-10-26 14:00:00,Corey Himself,Halloween Jam,8,0,2,2018-10-21 12:57:50,https://www.itch.io/jam/coreys-halloween-jam
,2019-08-14 16:00:00,AndreDeveloper,Indies games game jam,8,0,1,2019-08-12 15:00:00,https://www.itch.io/jam/indies-games-game-jam
,2017-03-31 07:00:00,joshg,WaterJam,8,0,0,2016-12-01 08:00:00,https://www.itch.io/jam/waterjam
Overall||Fun||Quality||Concept||Ticketability,2019-06-18 06:00:00,Quirby64,Okey Jam #6point5,8,0,3,2019-06-04 06:00:00,https://www.itch.io/jam/okey-jam-6point5
,2018-12-08 13:30:00,IGDAFortaleza,Fortaleza Nerd | Game Jam 2018,8,0,8,2018-12-07 13:00:00,https://www.itch.io/jam/fortalezanerdgamejam
,2018-11-11 19:45:00,SVGA Dev,Stanford Fall Game Jam 2018,8,0,9,2018-11-10 07:45:00,https://www.itch.io/jam/stanford-fall-game-jam
,2018-11-19 04:59:59,Thedrdevin||LexLoco,Even Weekend Game Jam 1,8,0,2,2018-11-16 05:00:00,https://www.itch.io/jam/even-weekend-game-jam
,2017-07-23 04:00:00,GalacticGlum,GlumJam 1,8,0,1,2017-07-05 04:00:00,https://www.itch.io/jam/glumjam
Overall||Art||sounds and music||respect of themes||Gameplay||Creativity,2018-11-21 05:00:00,Lord Pillows,Pillow's Weekly Jam #1,8,0,2,2018-11-18 05:00:00,https://www.itch.io/jam/pwj1
Most 4-color like||Gameplay,2018-08-26 04:00:00,TheGoldenMinion Studios,4 color jam!,8,7,3,2018-08-20 04:00:00,https://www.itch.io/jam/4-color-jam
,2017-01-01 05:59:59,lusterly||VR Austin,VR Austin Jam 2016,8,0,6,2016-11-13 06:00:00,https://www.itch.io/jam/vr-austin-jam-2016
Overall,2018-05-01 04:00:00,spritewrench,JAMROCK JAM #1,8,0,2,2018-03-24 18:00:00,https://www.itch.io/jam/jamrock-jam
,2017-10-02 21:00:00,Antithèse,Game Pratic' #4 - 2017,8,0,3,2017-09-30 07:30:00,https://www.itch.io/jam/gamepratic2017
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-05-06 09:00:00,rocknightstudios,Trijam #18 Do you dare to try?,8,22,4,2019-05-03 09:00:00,https://www.itch.io/jam/trijam-18
"Follows the theme, and is fun to play.||Uses Unity",2019-09-09 04:00:00,camelCaseCo,Game in a Weekend,8,1,1,2019-09-07 04:00:00,https://www.itch.io/jam/game-in-a-weekend
,2019-06-04 04:00:00,Darezar of Eledris,"Chronicles GameDev Challenge, Week 9",8,0,2,2019-05-28 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-9
,2018-06-18 03:59:59,LexLoco||Odd Weekend Game Jam,Odd Weekend Game Jam 8,8,0,5,2018-06-15 04:00:00,https://www.itch.io/jam/odd-weekend-game-jam-8
,2016-09-16 15:00:00,GameAWeek,"Game A Week 4 ""Element Manipulation""",8,0,1,2016-09-09 16:00:00,https://www.itch.io/jam/game-a-week-4
,2017-04-21 23:00:00,whykay,Belfast GameCraft 2017 @ Farset Labs,8,0,3,2017-03-25 00:00:00,https://www.itch.io/jam/belfast-gamecraft-2017--farset-labs
,2019-06-27 05:59:59,Cicada Carpenter,Ignite Jam #1 - Analog & Digital,8,0,3,2019-06-12 23:30:00,https://www.itch.io/jam/ignite-jam
Gameplay||Visuals||Number of Bugs,2019-03-12 20:00:00,DatNerd,Endless Team Jam,8,0,1,2019-03-04 08:00:00,https://www.itch.io/jam/endless-team-jam
,2019-06-25 04:00:00,Darezar of Eledris,"Chronicles GameDev Challenge, Week 12",8,0,5,2019-06-18 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-12
,2016-11-19 17:10:00,Kae||cmll,SCRUB JAM,8,0,6,2016-11-18 17:00:00,https://www.itch.io/jam/scrub-jam
Theme||Quality||Gameplay,2019-10-02 03:59:59,Firebreath,Blox Game Jam - Fall,8,1,2,2019-10-01 04:00:00,https://www.itch.io/jam/blox-game-jam-fall
,2016-11-30 06:00:00,Moosader,Moopy Jam,8,0,0,2016-11-01 05:00:00,https://www.itch.io/jam/moopy-jam
,2016-04-17 14:00:00,klujam||dermotte,3rd Klagenfurt Game Jam,8,0,5,2016-04-15 18:00:00,https://www.itch.io/jam/klujam2016
,2018-05-05 23:00:00,vazor,Interactive Jam,8,0,3,2018-05-04 19:00:00,https://www.itch.io/jam/interactive-jam
,2015-07-05 04:59:59,Dusty Tome,Try Something New Jam!,8,0,9,2015-06-20 05:00:00,https://www.itch.io/jam/try-something-new-jam
,2017-12-31 23:00:00,Claire Morley,Fuse Jam #1 - Emotions and Verbs,8,0,6,2017-11-19 15:00:00,https://www.itch.io/jam/fuse-jam-1
,2018-10-24 21:59:00,Tiny Worlds,Hambach Forest Gamejam - Games for Good,8,0,4,2018-10-19 16:00:00,https://www.itch.io/jam/hambach-forest-gamejam-games-for-good
Overall||Is it playable?||Is it fun?||Would you recommend this game to your friends?,2019-03-09 21:30:00,rocknightstudios,Trijam #10 Do you dare to try?,8,10,4,2019-03-09 18:00:00,https://www.itch.io/jam/trijam-10
Overall||Quick||Replayable||Fun/Addicting||Rewarding/Satisfying||Simple yet clever,2017-06-28 08:03:05,dragex,Fast addicting games,8,0,4,2017-06-21 10:00:00,https://www.itch.io/jam/fast-addicting-games
,2018-05-28 00:00:00,bluzi,Processing Game Jam #2,8,0,2,2018-05-26 00:00:00,https://www.itch.io/jam/processing-game-jam-2
The game is about Russia||Music||The plot||Android support||There are not too many stereotypes||Русский язык,2019-05-30 18:00:00,The code team,Russian Jam,8,0,1,2019-04-14 14:17:00,https://www.itch.io/jam/russian
,2019-03-11 23:59:00,creativecomputing,BCSS Game Jam 2019,8,0,4,2019-03-09 00:00:00,https://www.itch.io/jam/bcss-game-jam-2019
Overall||Enjoyable Gameplay||Graphics||Music||Story||Theme-relation,2018-12-23 21:59:59,TheLaZeus||mischa,GameDevClub Holiday Jam,8,0,1,2018-12-21 22:00:00,https://www.itch.io/jam/gamedevclub
Overall||Graphics||SFX||Music||Fun||Overall,2017-02-26 03:00:00,Nonamefornowsoft,Invaders Rip-offs,8,2,2,2017-02-11 02:00:00,https://www.itch.io/jam/invaders-rip-off
,2018-06-03 18:00:00,GameJamBattle,GameJam Battle 2018,8,0,4,2018-06-03 14:00:00,https://www.itch.io/jam/gamejam-battle-2018
,2015-05-25 03:59:58,Dirty Rectangles||Liam Sauvé,#EPjam,8,0,7,2015-05-22 04:00:01,https://www.itch.io/jam/epjam
Overall||Visual||Audio||Controls||Theme||Fun,2017-10-11 16:00:00,StudioNameHere,Pizza Jam | Gamedev Café ☕,8,0,6,2017-09-15 04:00:00,https://www.itch.io/jam/pizza-jam
Overall||Gameplay||Aesthetic - visuals/audio||Polish||Theme,2019-06-16 12:00:01,Ivan-Tigan,1Up 2019,8,56,8,2019-06-14 09:11:12,https://www.itch.io/jam/1up-2019
Overall||Lyrics||Tune/Melody||Chords/Harmony||Rhythm||Originality||Replayability,2018-06-23 07:00:00,wolfcartel,Tune Jam,8,5,4,2018-06-16 07:00:00,https://www.itch.io/jam/tune-jam
Use of the Colour theme||Graphics||Sound||Stability||Overall,2017-09-07 10:30:00,Games Design Southport College,Start of Year 17' Game Jam,8,55,4,2017-09-04 10:30:00,https://www.itch.io/jam/start-of-year-17-game-jam
,2016-03-20 17:00:00,Andrés||Dani||Karehb||LeoninoMalino,Gueim BCN Jam,8,0,4,2016-03-18 17:00:00,https://www.itch.io/jam/gueim-bcn-jam
