jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Overall||Respect de la fonction||Compléxité de la fonction,2016-11-07 22:59:59,Jam GameCodeur - Octobre 2016,11,1.0,3,2016-10-01 10:00:00,https://www.itch.io/jam/jam-gamecodeur---octobre-2016
NQER||Idea||Design||Game play,2019-05-22 05:00:00,Not Quite Expected,11,3.0,3,2019-05-01 05:00:00,https://www.itch.io/jam/not-quite-expected
Overall||design||diversão||surpresa||relaxamento||loucura,2017-11-26 02:00:00,Super Design Game Jam 2-2017,11,40.0,11,2017-11-24 02:00:00,https://www.itch.io/jam/super-design-game-jam-2-2017
Overall||Gameplay||Theme||Originality||Polish,2017-12-16 02:29:59,Battle for Train Jam 2017,11,0.0,10,2017-12-15 17:00:00,https://www.itch.io/jam/bftj2017
Overall||Tema||Jugabilidad||Gráficos||Audio||Controles,2018-12-31 19:00:00,Nica Jam #1,11,11.0,4,2018-12-01 19:00:00,https://www.itch.io/jam/nica-jam-1
Overall,2018-04-01 06:59:59,Grandle Jam,11,0.0,2,2018-03-14 07:00:00,https://www.itch.io/jam/grandle
Jam||Overall Winner||Best Sound||Best Graphics||Cookies and Milk!!!!||Cookies!!!!||Milk!!!||TheCrafters001's Choice,2018-12-24 17:00:00,Jinglefest!,11,4.0,3,2018-12-01 05:00:00,https://www.itch.io/jam/jinglefest
Overall goodness||Girliness||Cuteness,2018-10-31 00:00:00,Girly Jam,11,11.0,3,2018-09-24 23:00:00,https://www.itch.io/jam/girly-jam
Overall||Theme||Fun||Graphics||Audio,2018-11-19 07:00:00,Waltzing Game Jam,11,0.0,3,2018-11-09 07:00:00,https://www.itch.io/jam/waltzing-game-jam
Overall||Theme||visuals||sound||originality,2018-10-12 22:00:00,2D pixelart,11,2.0,1,2018-10-07 22:00:00,https://www.itch.io/jam/2d-pixelart
Overall||Overall||Gameplay||Story and story telling technique||Music and audio effect||Graphics and visual effect||Innovation and technology application,2019-06-30 15:59:59,The 2nd GameShell Game Jam (2019Q2),11,37.0,4,2019-04-20 15:59:59,https://www.itch.io/jam/gameshell-19q2
Overall||Jazz-Feeling?||Playable?,2017-05-19 21:59:59,JazzGames,11,0.0,2,2017-04-18 22:00:00,https://www.itch.io/jam/jazzgames
"""The Island"" -theme appeared in the game?||The game had (some) unique mechanics||The game worked (rather) smoothly",2019-08-25 20:59:59,#JesterJam 2,11,7.0,4,2019-08-22 13:00:00,https://www.itch.io/jam/jesterjam-2-2019
Overall,2018-10-07 17:00:00,Game Pratic' 2018,11,0.0,8,2018-10-04 16:00:00,https://www.itch.io/jam/game-pratic-2018
Fun||Theme||Mood||Audio||Overall,2019-08-11 04:00:00,TFS Game Jam,11,43.0,4,2019-08-08 15:00:00,https://www.itch.io/jam/tfs-game-jam
Overall||Gameplay||Theme||Innovation||Aesthetics||Sound,2018-03-08 00:00:00,GIAW - Game In A Week,11,0.0,1,2018-03-01 00:00:00,https://www.itch.io/jam/giaw1
Overall||Gameplay||Story||Visuals||music,2018-08-15 04:00:00,Summer RPG jam,11,3.0,3,2018-07-11 04:00:00,https://www.itch.io/jam/summer-rpg-jam
"Criatividade(Creativety)||Game play/Diversão(Fun)||Musica(""Music"")||Efeito de Som(""Sound FX"")||Melhor Interpretação do Tema(Best Interpretation of the theme)",2018-07-10 02:59:59,GIBJAM2018-Jun,11,0.0,1,2018-06-30 02:59:59,https://www.itch.io/jam/gibjam2018jun
Overall||Fun (game feel)||Polish||Creativity||Art||Audio,2018-04-01 18:00:00,NNNIKKI Jam 2,11,0.0,3,2018-03-30 18:00:00,https://www.itch.io/jam/nnnikki-jam-2
Overall||Inventiveness||Functionality||Fun,2018-10-26 23:00:00,Jelly Jam,11,19.0,3,2018-10-19 23:00:00,https://www.itch.io/jam/jelly-jam
"How fun is the game?||How innovative is the game? Unique, inventive, interesting?||How pretty is the game? (Art + Audio)||How much potential do you think this game has if developed further?",2019-03-18 19:00:00,IGDA Las Vegas Online Game Jam (OGJ) 01,11,2.0,1,2019-03-04 20:00:00,https://www.itch.io/jam/igda-las-vegas-online-game-jam-1
Overall||Craziness||Graphics/Visuals||Game Innovation||Fun||Audio,2018-03-19 18:45:00,Life Game Jam 2018,11,2.0,2,2018-03-15 18:45:00,https://www.itch.io/jam/life-jam-2018
Overall||Gameplay||Graphics||Audio||Theme||Innovation,2019-04-22 11:00:00,NotMoeJam #2 - ___ for the ___ god!​,11,5.0,4,2019-04-12 11:00:00,https://www.itch.io/jam/notmoejam-2
Eccentric||Visual||Creativity||Entertaining||Audio,2018-09-10 03:59:59,Odd Week Long Game Jam 2,11,2.0,2,2018-08-31 04:00:00,https://www.itch.io/jam/odd-week-long-game-jam-2
"Most ROTTEN! game! <3||Overall best game! <3||Most creative game! <3||Most flavorful game! <3||""I want that on a T-shirt! <3""",2019-09-01 19:00:00,ROTTEN! Game Jam,11,20.0,8,2019-08-30 19:00:00,https://www.itch.io/jam/rotten-game-jam
Content||Creativity||Theme||Accessibility||Engagement,2017-09-17 23:00:00,PPL Game Jam 2017,11,0.0,7,2017-09-16 14:00:00,https://www.itch.io/jam/pplgamejam
Overall||Graphics||Sound||Gameplay||Innovation||In keeping with the theme,2018-04-30 10:00:00,Countryhack Spring,11,2.0,2,2018-04-28 10:00:00,https://www.itch.io/jam/countryhack-spring
"Overall||How well does the nudity incorporate in the game?||Is the game objectively fun? If everyone stayed clothed, would I still enjoy it?||How original is it? Was the game unique beyond the nudity?",2018-03-30 13:00:00,Noticeably Naked Jam (with prize),12,14.0,2,2018-03-23 13:00:00,https://www.itch.io/jam/noticeably-naked-jam
Overall||Game Design||Art||Sound||Implementation||Tabletop,2018-04-15 20:45:00,Athens Game Jam 2018,12,117.0,8,2018-04-13 22:07:00,https://www.itch.io/jam/athens-game-jam-2018
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-06-17 11:00:00,Trijam #23 - Do you dare to try?,12,12.0,4,2019-06-14 09:00:00,https://www.itch.io/jam/trijam-23
Overall,2019-09-03 21:00:00,Exploration ⛵,12,0.0,5,2019-04-11 21:00:00,https://www.itch.io/jam/exploration
Overall||Did it follow the Theme?||Did it follow the Limitations?||How where the Graphics?||Was it Creative?,2019-08-31 05:00:00,Erstel Game Jam #1,12,10.0,3,2019-08-01 05:00:00,https://www.itch.io/jam/erstelgamejam1
Hur roligt var spelet?||Hur roligt var skämtet?||Minimalistiskt?,2019-04-13 20:00:00,Kodsnacks Tvåveckorssylt - Andra Omgången,12,9.0,4,2019-03-29 05:00:00,https://www.itch.io/jam/spelsylt
Geral||Arte||Gameplay||Som||História,2019-08-18 20:15:00,Devujam #4 - Manual is missing,12,0.0,5,2019-08-12 03:00:00,https://www.itch.io/jam/devujam4
Overall||El juego es divertido||El juego es bonito||El juego tiene unas mecánicas muy bien trabajadas||El juego es original,2016-06-06 04:59:59,"Jam de Juegos de Mesa, Rol y Cartas del CCD 2016",12,0.0,9,2016-06-03 20:00:00,https://www.itch.io/jam/mermelada-de-mesa-2
Overall,2016-03-31 18:00:00,Unity Jam,12,0.0,10,2016-02-01 19:00:00,https://www.itch.io/jam/unity-jam
"It shouldn't have any adult rated content||Made with Unity, UE, or RPG Maker for the RPG.||It must be a complete game, not a demo.||It should not have any type of copyrighted material.",2019-05-22 03:59:59,Video Game Genre Gala,12,0.0,1,2019-04-22 04:00:00,https://www.itch.io/jam/videogame-genre-gala-by-warkatz
Overall||Most True to Tim Burton||Runner Up for Most True to Tim Burton||Best Artwork,2016-11-15 07:59:59,Tim Burton Jam,12,1.0,1,2016-10-17 07:00:00,https://www.itch.io/jam/tim-burton-jam
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-05-13 09:00:00,Trijam #19. Do you dare to try?,12,8.0,5,2019-05-10 09:00:00,https://www.itch.io/jam/trijam-19
Overall||Cooperative or competitive aspect||Fun||Theme||Visuals||Audio,2019-03-18 16:00:00,CO-OP JAM #1,12,0.0,3,2019-03-15 16:00:00,https://www.itch.io/jam/co-op-jam-1
Overall||GamePlay||Graphics||Sound||Overall Fun,2014-12-01 04:59:59,The Very First LiveCode Game Jam,12,62.0,14,2014-10-01 04:00:00,https://www.itch.io/jam/the-very-first-livecode-game-jam
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-04-08 09:00:00,Trijam #14 - the 3 hour game jam!,12,27.0,6,2019-04-05 09:00:00,https://www.itch.io/jam/trijam-14
Overall||Raspberriness||Graphics||Gameplay,2015-09-20 04:00:00,GameKid Raspberry Jam,12,0.0,5,2015-09-13 04:00:00,https://www.itch.io/jam/raspberry-jam
Overall,2018-12-31 20:00:00,Wreck-It Ralph Game Jam,12,0.0,7,2018-04-19 20:29:00,https://www.itch.io/jam/wreck-it-ralph-game-jam
Overall||Music||Graphics||Originality||Finished?,2016-06-12 15:30:00,Jelly Devil Gaming Jam,12,0.0,6,2016-05-30 05:30:00,https://www.itch.io/jam/jelly-devil-gaming-jam
Overall||Content||Art||Theme||Recommended,2017-02-13 17:00:00,2017 Love Jam,12,0.0,1,2016-12-31 17:00:00,https://www.itch.io/jam/lovejam
Overall||Art||Sound||Design||Cat-ness,2017-07-07 03:59:59,Cat Jam,12,5.0,5,2017-06-30 03:59:59,https://www.itch.io/jam/cat-jam
Overall||High Accuracy||Good Graphics||Playable?,2018-09-06 20:00:00,Simulation Jam,12,5.0,2,2018-08-30 20:00:00,https://www.itch.io/jam/simulation-jam
Overall||Gameplay||Graphics||Sound||Music,2017-10-15 22:00:00,64 kB JAM 2017,12,4.0,4,2017-09-14 22:00:00,https://www.itch.io/jam/64-kb-jam
How well the theme was used||Best Running||Controls,2018-09-09 16:00:00,Abandoned Game Jam,12,7.0,3,2018-09-07 16:00:00,https://www.itch.io/jam/abandoned-game-jam-with-foxes
Overall||respect of theme||respect of my random rule||ramdoness||graphics||sounds and music||gameplay,2018-10-18 03:00:00,the random game jam,12,1.0,2,2018-10-15 03:00:00,https://www.itch.io/jam/the-random-game-jam
Overall||Overall||Graphics||Gameplay||Audio||Controls||Theme,2017-11-05 23:20:00,IGDA Becker Chapter Autumn Arcade Jam 2017,12,18.0,10,2017-11-03 22:00:00,https://www.itch.io/jam/igda-becker-arcade-jam
How well it took inspiration from the Song||How Fun it was (Game Play Whys)||How Beautiful  it was (Look Whys)||How Interesting it was (Storie Whys)||How well it followed the Rules,2018-08-31 05:01:02,Panic At The Disco,12,0.0,2,2018-08-01 05:01:01,https://www.itch.io/jam/panic-at-the-disco
"Enjoyment of gameplay||Originality||Accessibility (OS and different aspect ratio support)||Smoothness (obviously varies on devices, but should be generally jitter free)||Relatedness to theme||Aesthetic||Ease to begin playing||Music",2017-11-08 06:59:59,Fall Game Jam,12,8.0,2,2017-10-05 22:43:43,https://www.itch.io/jam/fall-game-jam
Overall||Originalidad||Domi-liche: ¿Es un villano para una película o para una partida de D&D?||Villanía: ¿Es capa de más grandes fechorías?||Malefica: ¿Su maldad es tanta que va más allá de lo que hace?||Zimm: ¿El uso de unos aventureros es necesario o solo estupidez?,2017-12-26 05:59:31,Praxis 1 El Reto (Tercera parte),12,70.0,11,2017-12-17 06:00:00,https://www.itch.io/jam/praxis-1-el-reto-tercera-parte
Usability||User-friendlyness,2017-12-13 23:00:00,Game Tool Jam,12,4.0,5,2017-11-30 23:00:00,https://www.itch.io/jam/game-tool-jam
Best game - community||Best game - hosts,2018-09-19 13:00:00,EnterJam 3,12,1.0,1,2018-09-16 15:00:00,https://www.itch.io/jam/ejam3
Overall,2018-06-17 14:00:00,Bitgem Game Jam #10,12,0.0,4,2018-05-20 14:00:00,https://www.itch.io/jam/bitgem-game-jam-10
Darkness in end||Innocence in Beginning||Uniqueness||Aesthetic||Gameplay,2019-02-22 05:00:00,The Hard Truth,12,0.0,3,2018-12-15 05:00:00,https://www.itch.io/jam/reality
Overall,2017-07-17 08:00:00,#SunJam,12,0.0,6,2017-07-14 08:00:00,https://www.itch.io/jam/sunjam
Overall||Fun||Theme||Art||Sound||Overall||Healthiness,2017-07-16 16:00:00,The Health Jam,13,1.0,1,2017-07-10 07:00:00,https://www.itch.io/jam/the-health-jam
Overall||Use of theme||Gameplay & Fun||Visuals||Audio & Music||Crativity,2019-03-09 11:30:00,Delthor Jam #2,13,7.0,3,2019-03-01 11:00:00,https://www.itch.io/jam/delthor-jam-2
Adherence to the General theme of Amsterdam||Interpretation of the jam theme: TBA,2019-05-05 22:00:00,AmsterJam #1,13,0.0,3,2019-04-30 22:00:00,https://www.itch.io/jam/amsterjam
Overall,2019-03-02 21:00:00,Bandersnatch Jam,13,0.0,2,2019-02-22 21:00:00,https://www.itch.io/jam/bandersnatch-jam
Overall,2019-03-13 05:00:00,Kirby Game Jam,13,0.0,1,2019-02-20 06:00:00,https://www.itch.io/jam/kirby-game-jam
Overall||Gráficos||Trilha Sonora||Gameplay||Polimento||Tema,2017-04-03 05:00:00,GMS Jam Brasil,13,18.0,4,2017-04-01 03:00:00,https://www.itch.io/jam/gmsjambr
Overall||Interpretation of Theme||Gameplay / Mechanics||Learning Curve / Clarity of Rules||Art (and Sound)||Cohesion,2019-02-03 18:15:00,CoMo Game Jam V,13,0.0,10,2019-02-02 02:00:00,https://www.itch.io/jam/como-game-jam-v
Overall||How creative is the New Mechanic?||How functional is the New Mechanic?||How good is this game overall?,2019-02-04 04:00:00,Nova Machina,13,0.0,1,2019-01-21 04:00:00,https://www.itch.io/jam/nova-machina-ttrpg-jam
Overall||Mechanics||Graphics||Music||Sound||Fun,2018-07-22 21:59:59,Team Jam,13,4.0,1,2018-07-15 22:00:00,https://www.itch.io/jam/team-jam
Overall,2016-02-04 06:00:00,Global Game Jam: Nashville,13,0.0,7,2016-01-29 06:00:00,https://www.itch.io/jam/ggj-nashville-2016
Is it non-violent as requested?||Is it an FPS as requested?||By how fun it is||By the quality of the game,2017-10-16 03:00:00,Non-Violent FPS Jam!,13,10.0,5,2017-09-18 03:00:00,https://www.itch.io/jam/non-violent-fps-jam
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-08-05 09:00:00,Trijam #30: Do you dare to try?,13,23.0,9,2019-08-02 09:00:00,https://www.itch.io/jam/trijam-30
Overall||fun||controls||art||screenshots and videos,2017-04-17 12:00:00,Gamemaker Jam (unofficial) 2,13,1.0,1,2017-04-10 06:00:00,https://www.itch.io/jam/gamemaker-jam-unofficial-2
Overall||Fun||Innovation||Graphics||Audio||Mood,2018-01-22 06:00:00,1-Up Game Jam 2017,13,5.0,4,2018-01-01 06:00:00,https://www.itch.io/jam/1-up-game-jam-2017
Overall||Audio Design||Fun||Unique Game Idea,2016-11-12 00:00:00,Wrench Jams - Noisy Jam,13,2.0,3,2016-11-01 00:00:00,https://www.itch.io/jam/wrench-jams-noisy-jam
Overall,2016-12-30 05:59:59,MoonPixelGames4Fun,13,0.0,2,2016-12-15 06:00:00,https://www.itch.io/jam/moonpixelgames4fun
Overall||Innovation – Die unerwartete einzigartige Idee.||Fun – Hattest du Spaß beim Spielen?||Theme – Wie gut passt das Spiel zum Thema? War es kreativ?||Graphics – Wie hat dir die Optik gefallen?.||Audio – Wie gut waren Sounds und Musik?||Mood – Wie war die Atmosphäre?||Stability - Gab es Bugs oder Probleme?||Overall – Wie war dein Gesamteindruck?,2018-09-22 20:42:00,SPPRO Discord GameJam 6,13,23.0,5,2018-09-21 18:00:00,https://www.itch.io/jam/sppro-discord-gamejam-6
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-06-10 11:00:00,Trijam #22,13,43.0,8,2019-06-07 11:00:00,https://www.itch.io/jam/trijam-22
"General (tu opinión del juego considerando todo)||Sonido||Gráficos||Diversión||Tema (¿qué tanto tiene que ver con el tema ""Abstracto""?)",2018-05-13 19:15:00,Gamejam Uniandes 2018,13,286.0,11,2018-05-12 05:00:00,https://www.itch.io/jam/gamejam-uniandes-2018
Overall||Content||Origanality||Possibility (Is it possible?)||GamePlay||Creativity,2015-05-03 05:08:59,Flame's Game Jam Of Epicness,13,5.0,12,2015-04-03 04:08:56,https://www.itch.io/jam/1243765764897954567089756589765
Original concept||Gameplay||Animation and fluidity||Sound compartment,2019-09-22 21:59:00,Godot Italia #1 - Fall 2019,13,102.0,6,2019-09-14 22:00:00,https://www.itch.io/jam/godot-italia-1-autumn-2019
Overall||Immersive||Polished||Art||Music,2018-05-21 00:00:00,Weekend Game Jam #3,13,23.0,4,2018-05-19 00:00:00,https://www.itch.io/jam/weekend-game-jam-3
Overall,2017-11-12 20:00:00,KSU Fall 2017 Game Jam,13,0.0,5,2017-11-10 22:00:00,https://www.itch.io/jam/ksu-jam
Overall||Storyline||Creativity||Enjoyability,2018-10-25 17:00:00,RTP Only Game Jam (RPG Maker) *PRIZES*,13,9.0,1,2018-10-02 16:00:00,https://www.itch.io/jam/rtp-only-game-jam-rpg-maker
Overall||Immersive||Polished||Art||Music,2018-05-28 00:00:00,Weekend Game Jam #4,13,4.0,2,2018-05-26 00:00:00,https://www.itch.io/jam/weekend-game-jam-4
Overall||Инновационность||Фан||В тему||Графика||Аудио||Юмор||Настроение||В целом,2018-12-04 06:59:59,Novosibirsk LDJAM #43 Gathering #SibGameJam,13,1.0,9,2018-12-01 07:00:00,https://www.itch.io/jam/sibgamejam2018
Overall||Eccentric||Creativity||Entertaining||Visual||Audio,2019-04-08 03:59:59,Odd Week Long Game Jam 4,13,1.0,1,2019-03-29 04:00:00,https://www.itch.io/jam/odd-week-long-game-jam-4
Overall,2019-09-28 18:15:00,HüttenJam,13,0.0,6,2019-09-28 15:00:00,https://www.itch.io/jam/huettenjam
Overall||Does the Game nicely fits the title?||Is there enough explosions?||Is the Game fun to play?||Is the Game well made?,2018-08-28 16:00:00,Explosion Jam,13,11.0,5,2018-08-18 11:00:00,https://www.itch.io/jam/da-explosion-jam
Overall,2018-10-29 06:00:00,Dimentio's Demented Game Jam,13,0.0,5,2018-10-26 06:00:00,https://www.itch.io/jam/dimentios-demented-game-jam
Overall||FUN||Design||Mechanics||How does the game fit the theme(s) ?,2018-07-30 21:00:00,Fire Jam #4,13,2.0,2,2018-07-25 18:00:00,https://www.itch.io/jam/fire-jam-4
Соблюдение pixel art||Дизайн||Графика||Звук||Геймплей,2019-05-13 09:00:00,8-bit SITC Game Jam,13,6.0,2,2019-04-14 21:00:00,https://www.itch.io/jam/8-bit-sitc-game-jam
Illogic||Art||Level Design||Sound Effects||Music||Overall Quality,2019-03-01 04:59:59,Illogic Jam #1,13,0.0,1,2019-01-01 05:00:00,https://www.itch.io/jam/illogic-jam-1
Overall||Graphics||Sound||Gameplay||Includes Chair,2017-07-18 15:59:59,Chair Jam,13,18.0,5,2017-07-14 16:00:00,https://www.itch.io/jam/chair-jam
Overall||Gameplay||Theme||Innovation||Fun,2019-07-12 22:00:00,UDC Jam Week #8 - 30 Seconds,13,40.0,6,2019-07-05 22:00:00,https://www.itch.io/jam/udc-jam-week-8
Overall||Gameplay||Innovation||Bugginess||Visual arts||Music,2019-06-30 16:00:00,7 Day Buggy Jam,14,3.0,4,2019-06-23 16:00:00,https://www.itch.io/jam/7d-buggy-jam
Overall||Immersive||Polished||Art||Music,2018-04-30 00:00:00,Weekend Game Jam #1,14,11.0,4,2018-04-28 00:00:00,https://www.itch.io/jam/weekend-game-jam-1
Educational||Enjoyment||Creativity,2017-10-30 11:00:00,Faith-Based Game Jam #1,14,8.0,2,2017-10-09 11:00:00,https://www.itch.io/jam/faith-based-game-jam-1
Overall,2018-09-30 03:00:00,SCP Fan-dation Jam,14,0.0,3,2018-08-17 03:00:00,https://www.itch.io/jam/scp-fan-jam
Innovation||Gameplay||Aesthetic,2017-11-11 20:00:00,stealthjam,14,0.0,1,2017-11-01 00:00:00,https://www.itch.io/jam/stealthjam
Overall||Controller||Game,2017-09-25 21:59:59,Alt Ctrl Game Jam 2017,14,9.0,4,2017-09-14 22:00:00,https://www.itch.io/jam/altctrl2017
Overall||Originalidad||Lara Croft ¿Es un tesoro para un museo o para una partida de D&D?||Villanía ¿Es un tesoro digno de las más grandes fechorías?||Rico McPato: ¿Como lo valuarías en dinero?||Hamas: ¿Cambiarías todo lo que tienes por este tesoro?,2017-11-27 05:59:59,Praxis 1 El Reto,14,97.0,10,2017-11-24 06:00:01,https://www.itch.io/jam/praxis-1
Overall||Criatividade||Diversão||Beleza||Adequação ao tema,2018-11-03 11:00:00,Dev-Ween,14,18.0,3,2018-11-01 23:00:00,https://www.itch.io/jam/dev-ween
Overall||Matches Theme||Playability||Graphics||Audio,2015-01-30 23:59:00,City College Plymouth 2nd Game Jam,14,69.0,13,2015-01-27 10:20:00,https://www.itch.io/jam/-game-jam
Overall||Graphics||Gameplay||Quality||On theme,2016-08-12 17:00:00,Funny JAM - 16.0,14,0.0,4,2016-08-08 04:00:00,https://www.itch.io/jam/funny-jam-mlg
Overall||Theme based on Expanding and Strange Power Ups||Fun Factor||Visual||Playability,2017-12-22 14:00:00,CGD Priestley Game Jam,14,22.0,5,2017-12-18 10:00:00,https://www.itch.io/jam/cgd-priestley-game-jam
Overall||Christmas||Graphics||Pine Trees||Fun||Snow,2016-12-23 07:00:00,Christmas Fun Jam,14,1.0,6,2016-12-01 04:12:06,https://www.itch.io/jam/christmas-fun-jam
Overall||Gráficos||Originalidad||Música||Diseño||Jugabilidad,2016-05-09 16:00:00,Cervantes Game Jam,14,1.0,2,2016-05-02 16:00:00,https://www.itch.io/jam/cervantesgamejam
